nohup: ignoring input
Starting Power Logger...
2026-02-07 12:24:34.349474: 5322
2026-02-07 12:24:35.350728: 5706
2026-02-07 12:24:36.352371: 5322
2026-02-07 12:24:37.353616: 5322
2026-02-07 12:24:38.354871: 5322
2026-02-07 12:24:39.356521: 5322
2026-02-07 12:24:40.357761: 5322
2026-02-07 12:24:41.359399: 5322
2026-02-07 12:24:42.360625: 5322
2026-02-07 12:24:43.362244: 5322
2026-02-07 12:24:44.363855: 5322
2026-02-07 12:24:45.365087: 5322
2026-02-07 12:24:46.366732: 5322
2026-02-07 12:24:47.368359: 5322
2026-02-07 12:24:48.370020: 5322
2026-02-07 12:24:49.371349: 5322
2026-02-07 12:24:50.372604: 5322
2026-02-07 12:24:51.374246: 5322
2026-02-07 12:24:52.375533: 5322
2026-02-07 12:24:53.376796: 5322
2026-02-07 12:24:54.378467: 5322
2026-02-07 12:24:55.380129: 5322
2026-02-07 12:24:56.381812: 5322
2026-02-07 12:24:57.383086: 5322
2026-02-07 12:24:58.384361: 5322
2026-02-07 12:24:59.386009: 5322
2026-02-07 12:25:00.387355: 5322
2026-02-07 12:25:01.388983: 6190
2026-02-07 12:25:02.390614: 5706
2026-02-07 12:25:03.392296: 5706
2026-02-07 12:25:04.393967: 5322
2026-02-07 12:25:05.395343: 5322
2026-02-07 12:25:06.396975: 5322
2026-02-07 12:25:07.398585: 5222
2026-02-07 12:25:08.399852: 5322
2026-02-07 12:25:09.401499: 5423
2026-02-07 12:25:10.403150: 5322
2026-02-07 12:25:11.404774: 5322
2026-02-07 12:25:12.406404: 5322
2026-02-07 12:25:13.407647: 5322
2026-02-07 12:25:14.409284: 5322
2026-02-07 12:25:15.410906: 5322
2026-02-07 12:25:16.412562: 5322
2026-02-07 12:25:17.414210: 5322
2026-02-07 12:25:18.415485: 5322
2026-02-07 12:25:19.417153: 5322
2026-02-07 12:25:20.418786: 5322
2026-02-07 12:25:21.420051: 5322
2026-02-07 12:25:22.421721: 5322
2026-02-07 12:25:23.422997: 5807
2026-02-07 12:25:24.424250: 5322
2026-02-07 12:25:25.425913: 5322
2026-02-07 12:25:26.427575: 5121
2026-02-07 12:25:27.429244: 5322
2026-02-07 12:25:28.430916: 5322
2026-02-07 12:25:29.432573: 5322
2026-02-07 12:25:30.434240: 5322
2026-02-07 12:25:31.435995: 5322
2026-02-07 12:25:32.437669: 5322
2026-02-07 12:25:33.439337: 5322
2026-02-07 12:25:34.441026: 5322
2026-02-07 12:25:35.442678: 5322
2026-02-07 12:25:36.444324: 5322
2026-02-07 12:25:37.445965: 5322
2026-02-07 12:25:38.447637: 5322
2026-02-07 12:25:39.449296: 5322
2026-02-07 12:25:40.450962: 5322
2026-02-07 12:25:41.452630: 5322
2026-02-07 12:25:42.453912: 5322
2026-02-07 12:25:43.455539: 5322
2026-02-07 12:25:44.457209: 5322
2026-02-07 12:25:45.458854: 5322
2026-02-07 12:25:46.460533: 5322
2026-02-07 12:25:47.462210: 5322
2026-02-07 12:25:48.463936: 5222
2026-02-07 12:25:49.465551: 5121
2026-02-07 12:25:50.467191: 5221
2026-02-07 12:25:51.468835: 5322
2026-02-07 12:25:52.470495: 5322
2026-02-07 12:25:53.472154: 5322
2026-02-07 12:25:54.473818: 5222
2026-02-07 12:25:55.475471: 5322
2026-02-07 12:25:56.477113: 5322
2026-02-07 12:25:57.478759: 5322
2026-02-07 12:25:58.480394: 5222
2026-02-07 12:25:59.482019: 5322
2026-02-07 12:26:00.483727: 5121
2026-02-07 12:26:01.485365: 6673
2026-02-07 12:26:02.487025: 5807
2026-02-07 12:26:03.488700: 5322
2026-02-07 12:26:04.490376: 5322
2026-02-07 12:26:05.492101: 5322
2026-02-07 12:26:06.493769: 5322
2026-02-07 12:26:07.495419: 5322
2026-02-07 12:26:08.497080: 5322
2026-02-07 12:26:09.498355: 5322
2026-02-07 12:26:10.500110: 5322
2026-02-07 12:26:11.501745: 5322
2026-02-07 12:26:12.503386: 5322
2026-02-07 12:26:13.505070: 5222
2026-02-07 12:26:14.506760: 5221
2026-02-07 12:26:15.508408: 5322
2026-02-07 12:26:16.510060: 5322
2026-02-07 12:26:17.511349: 5322
2026-02-07 12:26:18.512620: 5322
2026-02-07 12:26:19.514275: 5222
2026-02-07 12:26:20.515986: 5322
2026-02-07 12:26:21.517612: 5322
2026-02-07 12:26:22.519268: 5121
2026-02-07 12:26:23.520921: 5322
2026-02-07 12:26:24.522590: 5322
2026-02-07 12:26:25.524273: 5322
2026-02-07 12:26:26.525954: 5322
2026-02-07 12:26:27.527632: 5322
2026-02-07 12:26:28.529312: 5322
2026-02-07 12:26:29.530605: 5322
2026-02-07 12:26:30.532264: 5322
2026-02-07 12:26:31.533926: 5322
2026-02-07 12:26:32.535580: 5322
2026-02-07 12:26:33.537222: 5322
2026-02-07 12:26:34.538902: 5322
2026-02-07 12:26:35.540545: 5322
2026-02-07 12:26:36.542208: 5322
2026-02-07 12:26:37.543924: 5322
2026-02-07 12:26:38.545541: 5322
2026-02-07 12:26:39.547193: 5222
2026-02-07 12:26:40.548853: 5322
2026-02-07 12:26:41.550116: 5222
2026-02-07 12:26:42.551810: 5121
2026-02-07 12:26:43.553451: 5121
2026-02-07 12:26:44.555117: 5322
2026-02-07 12:26:45.556762: 5322
2026-02-07 12:26:46.558451: 5121
2026-02-07 12:26:47.560169: 5322
2026-02-07 12:26:48.561851: 5322
2026-02-07 12:26:49.563521: 5121
2026-02-07 12:26:50.565212: 5322
2026-02-07 12:26:51.566882: 5322
2026-02-07 12:26:52.568525: 5121
2026-02-07 12:26:53.570150: 5322
2026-02-07 12:26:54.571780: 5322
2026-02-07 12:26:55.573041: 5322
2026-02-07 12:26:56.574672: 5322
2026-02-07 12:26:57.576284: 5322
2026-02-07 12:26:58.577904: 5322
2026-02-07 12:26:59.579560: 5322
2026-02-07 12:27:00.581236: 5807
2026-02-07 12:27:01.582891: 6673
2026-02-07 12:27:02.584651: 5807
2026-02-07 12:27:03.586308: 5322
2026-02-07 12:27:04.588033: 5222
2026-02-07 12:27:05.589694: 5322
2026-02-07 12:27:06.591368: 5322
2026-02-07 12:27:07.593003: 5322
2026-02-07 12:27:08.594640: 5322
2026-02-07 12:27:09.596310: 5322
2026-02-07 12:27:10.597942: 5322
2026-02-07 12:27:11.599574: 5322
2026-02-07 12:27:12.601218: 5322
2026-02-07 12:27:13.602498: 5322
2026-02-07 12:27:14.603755: 5322
2026-02-07 12:27:15.604992: 5322
2026-02-07 12:27:16.606626: 5322
2026-02-07 12:27:17.608246: 5322
2026-02-07 12:27:18.609885: 5322
2026-02-07 12:27:19.611486: 5322
2026-02-07 12:27:20.613102: 5322
2026-02-07 12:27:21.614723: 5322
2026-02-07 12:27:22.616349: 5322
2026-02-07 12:27:23.617974: 5322
2026-02-07 12:27:24.619592: 5322
2026-02-07 12:27:25.621214: 5322
2026-02-07 12:27:26.622849: 5322
2026-02-07 12:27:27.624457: 5322
2026-02-07 12:27:28.626078: 5322
2026-02-07 12:27:29.627723: 5222
2026-02-07 12:27:30.629367: 5322
2026-02-07 12:27:31.630990: 5322
2026-02-07 12:27:32.632625: 5322
2026-02-07 12:27:33.634255: 5121
2026-02-07 12:27:34.635976: 5322
2026-02-07 12:27:35.637630: 5322
2026-02-07 12:27:36.639276: 5322
2026-02-07 12:27:37.641018: 5322
2026-02-07 12:27:38.642654: 5121
2026-02-07 12:27:39.644324: 5121
2026-02-07 12:27:40.645588: 5222
2026-02-07 12:27:41.646848: 5322
2026-02-07 12:27:42.648491: 5322
2026-02-07 12:27:43.650122: 5322
2026-02-07 12:27:44.651780: 5322
2026-02-07 12:27:45.653428: 5322
2026-02-07 12:27:46.655075: 5222
2026-02-07 12:27:47.656748: 5222
2026-02-07 12:27:48.658419: 5322
2026-02-07 12:27:49.659695: 5322
2026-02-07 12:27:50.660667: 5322
2026-02-07 12:27:51.662319: 5322
2026-02-07 12:27:52.664016: 5322
2026-02-07 12:27:53.665676: 5322
2026-02-07 12:27:54.667328: 5322
2026-02-07 12:27:55.669107: 5322
2026-02-07 12:27:56.670775: 5322
2026-02-07 12:27:57.672438: 5322
2026-02-07 12:27:58.674096: 5322
2026-02-07 12:27:59.675732: 5322
2026-02-07 12:28:00.677377: 5322
2026-02-07 12:28:01.679000: 6190
2026-02-07 12:28:02.680660: 5706
2026-02-07 12:28:03.682288: 5322
2026-02-07 12:28:04.683988: 5322
2026-02-07 12:28:05.685646: 5322
2026-02-07 12:28:06.687316: 5322
2026-02-07 12:28:07.688954: 5322
2026-02-07 12:28:08.690585: 5322
2026-02-07 12:28:09.692228: 5322
2026-02-07 12:28:10.693868: 5322
2026-02-07 12:28:11.695501: 5322
2026-02-07 12:28:12.696771: 5322
2026-02-07 12:28:13.698385: 5322
2026-02-07 12:28:14.700102: 5322
2026-02-07 12:28:15.701752: 5222
2026-02-07 12:28:16.703394: 5222
2026-02-07 12:28:17.705024: 5322
2026-02-07 12:28:18.706644: 5322
2026-02-07 12:28:19.708272: 5322
2026-02-07 12:28:20.709876: 5322
2026-02-07 12:28:21.711529: 5222
2026-02-07 12:28:22.713201: 5322
2026-02-07 12:28:23.714854: 5322
2026-02-07 12:28:24.716492: 5322
2026-02-07 12:28:25.718141: 5322
2026-02-07 12:28:26.719441: 5322
2026-02-07 12:28:27.720723: 5322
2026-02-07 12:28:28.722422: 5322
2026-02-07 12:28:29.724126: 5322
2026-02-07 12:28:30.725778: 5322
2026-02-07 12:28:31.727443: 5322
2026-02-07 12:28:32.729099: 5322
2026-02-07 12:28:33.730787: 5322
2026-02-07 12:28:34.732083: 5322
2026-02-07 12:28:35.733344: 5121
2026-02-07 12:28:36.735011: 5322
2026-02-07 12:28:37.736664: 5322
2026-02-07 12:28:38.738324: 5322
2026-02-07 12:28:39.740046: 5322
2026-02-07 12:28:40.741741: 5322
2026-02-07 12:28:41.743374: 5322
2026-02-07 12:28:42.745024: 5322
2026-02-07 12:28:43.746651: 5322
2026-02-07 12:28:44.748302: 5222
2026-02-07 12:28:45.749955: 5121
2026-02-07 12:28:46.751574: 5322
2026-02-07 12:28:47.753223: 5322
2026-02-07 12:28:48.754846: 5322
2026-02-07 12:28:49.756470: 5322
2026-02-07 12:28:50.758115: 5322
2026-02-07 12:28:51.759778: 5322
2026-02-07 12:28:52.761382: 5121
2026-02-07 12:28:53.763041: 5322
2026-02-07 12:28:54.764702: 5322
2026-02-07 12:28:55.766353: 5322
2026-02-07 12:28:56.768061: 5322
2026-02-07 12:28:57.769753: 5222
2026-02-07 12:28:58.771042: 5322
2026-02-07 12:28:59.772760: 5121
2026-02-07 12:29:00.774428: 6955
2026-02-07 12:29:01.776138: 5706
2026-02-07 12:29:02.777774: 5322
2026-02-07 12:29:03.779407: 5322
2026-02-07 12:29:04.781060: 5322
2026-02-07 12:29:05.782706: 5221
2026-02-07 12:29:06.784383: 5322
2026-02-07 12:29:07.786044: 5322
2026-02-07 12:29:08.787699: 5322
2026-02-07 12:29:09.789328: 5322
2026-02-07 12:29:10.790961: 5322
2026-02-07 12:29:11.792625: 5322
2026-02-07 12:29:12.793749: 5322
2026-02-07 12:29:13.795396: 6190
2026-02-07 12:29:14.797052: 5322
2026-02-07 12:29:15.798681: 5222
2026-02-07 12:29:16.800381: 5222
2026-02-07 12:29:17.802047: 5121
2026-02-07 12:29:18.803700: 5322
2026-02-07 12:29:19.805331: 5322
2026-02-07 12:29:20.806618: 5322
2026-02-07 12:29:21.807931: 5322
2026-02-07 12:29:22.809528: 5322
2026-02-07 12:29:23.811185: 5222
2026-02-07 12:29:24.812846: 5322
2026-02-07 12:29:25.814496: 5322
2026-02-07 12:29:26.816160: 5322
2026-02-07 12:29:27.817422: 5322
2026-02-07 12:29:28.818672: 5322
2026-02-07 12:29:29.820316: 5322
2026-02-07 12:29:30.821970: 5322
2026-02-07 12:29:31.823621: 5322
2026-02-07 12:29:32.824158: 5322
2026-02-07 12:29:33.825793: 5322
2026-02-07 12:29:34.827446: 5322
2026-02-07 12:29:35.829068: 5322
2026-02-07 12:29:36.830689: 5322
2026-02-07 12:29:37.832010: 5322
2026-02-07 12:29:38.833652: 5322
2026-02-07 12:29:39.835303: 5322
2026-02-07 12:29:40.836957: 5322
2026-02-07 12:29:41.838228: 5222
2026-02-07 12:29:42.839848: 5322
2026-02-07 12:29:43.841088: 5322
2026-02-07 12:29:44.842348: 5322
2026-02-07 12:29:45.844053: 5221
2026-02-07 12:29:46.845734: 5121
2026-02-07 12:29:47.847390: 5121
2026-02-07 12:29:48.849057: 5222
2026-02-07 12:29:49.850715: 5221
2026-02-07 12:29:50.852339: 5322
2026-02-07 12:29:51.853986: 5322
2026-02-07 12:29:52.855622: 5322
2026-02-07 12:29:53.857269: 5322
2026-02-07 12:29:54.858920: 5322
2026-02-07 12:29:55.860559: 5322
2026-02-07 12:29:56.862227: 5322
2026-02-07 12:29:57.863961: 5322
2026-02-07 12:29:58.865242: 5322
2026-02-07 12:29:59.866900: 5322
2026-02-07 12:30:00.868550: 6955
2026-02-07 12:30:01.870311: 5807
2026-02-07 12:30:02.871984: 5322
2026-02-07 12:30:03.873631: 5322
2026-02-07 12:30:04.874895: 5322
2026-02-07 12:30:05.876154: 5322
2026-02-07 12:30:06.877417: 5221
2026-02-07 12:30:07.878674: 5322
2026-02-07 12:30:08.879990: 5322
2026-02-07 12:30:09.881649: 5322
2026-02-07 12:30:10.883331: 5322
2026-02-07 12:30:11.884992: 5322
2026-02-07 12:30:12.886634: 5322
2026-02-07 12:30:13.888296: 5322
2026-02-07 12:30:14.889956: 5322
2026-02-07 12:30:15.891632: 5322
2026-02-07 12:30:16.892862: 5322
2026-02-07 12:30:17.894540: 5322
2026-02-07 12:30:18.896186: 5322
2026-02-07 12:30:19.897855: 5322
2026-02-07 12:30:20.899511: 5322
2026-02-07 12:30:21.901132: 5322
2026-02-07 12:30:22.902761: 5322
2026-02-07 12:30:23.904401: 5322
2026-02-07 12:30:24.906044: 5322
2026-02-07 12:30:25.907734: 5322
2026-02-07 12:30:26.909355: 5322
2026-02-07 12:30:27.911013: 5322
2026-02-07 12:30:28.912656: 5322
2026-02-07 12:30:29.914310: 5322
2026-02-07 12:30:30.916026: 5121
2026-02-07 12:30:31.917645: 5322
2026-02-07 12:30:32.919276: 5322
2026-02-07 12:30:33.921017: 5322
2026-02-07 12:30:34.922668: 5322
2026-02-07 12:30:35.924376: 5322
2026-02-07 12:30:36.926048: 5322
2026-02-07 12:30:37.927708: 5322
2026-02-07 12:30:38.929372: 5322
2026-02-07 12:30:39.931016: 5322
2026-02-07 12:30:40.932678: 5322
2026-02-07 12:30:41.934353: 5222
2026-02-07 12:30:42.936087: 5322
2026-02-07 12:30:43.937367: 5322
2026-02-07 12:30:44.938640: 5322
2026-02-07 12:30:45.940352: 5322
2026-02-07 12:30:46.942000: 5221
2026-02-07 12:30:47.943688: 5121
2026-02-07 12:30:48.945351: 5322
2026-02-07 12:30:49.947032: 5222
2026-02-07 12:30:50.948666: 5322
2026-02-07 12:30:51.949938: 5322
2026-02-07 12:30:52.951199: 5322
2026-02-07 12:30:53.952474: 5322
2026-02-07 12:30:54.953749: 5322
2026-02-07 12:30:55.955395: 5322
2026-02-07 12:30:56.957038: 5322
2026-02-07 12:30:57.958687: 5322
2026-02-07 12:30:58.960352: 5322
2026-02-07 12:30:59.962094: 5322
2026-02-07 12:31:00.963356: 7440
2026-02-07 12:31:01.965014: 5706
2026-02-07 12:31:02.966666: 5322
2026-02-07 12:31:03.968294: 5322
2026-02-07 12:31:04.969928: 5322
2026-02-07 12:31:05.971577: 5322
2026-02-07 12:31:06.973221: 5322
2026-02-07 12:31:07.974858: 5322
2026-02-07 12:31:08.976515: 5322
2026-02-07 12:31:09.978218: 5423
2026-02-07 12:31:10.979930: 5706
2026-02-07 12:31:11.981509: 5322
2026-02-07 12:31:12.983152: 5322
2026-02-07 12:31:13.984810: 5322
2026-02-07 12:31:14.986104: 5322
2026-02-07 12:31:15.987360: 5221
2026-02-07 12:31:16.989033: 5322
2026-02-07 12:31:17.990692: 5322
2026-02-07 12:31:18.992325: 5322
2026-02-07 12:31:19.993959: 5222
2026-02-07 12:31:20.995655: 5322
2026-02-07 12:31:21.997292: 5322
2026-02-07 12:31:22.998527: 5121
2026-02-07 12:31:24.000228: 5322
2026-02-07 12:31:25.001902: 5322
2026-02-07 12:31:26.003569: 5322
2026-02-07 12:31:27.004842: 5121
2026-02-07 12:31:28.006520: 5221
2026-02-07 12:31:29.008194: 5322
2026-02-07 12:31:30.009487: 5322
2026-02-07 12:31:31.011151: 5322
2026-02-07 12:31:32.012423: 5121
2026-02-07 12:31:33.014097: 5322
2026-02-07 12:31:34.015747: 5322
2026-02-07 12:31:35.017397: 5322
2026-02-07 12:31:36.019096: 5322
2026-02-07 12:31:37.020387: 5222
2026-02-07 12:31:38.022065: 5121
2026-02-07 12:31:39.023750: 5322
2026-02-07 12:31:40.025435: 5322
2026-02-07 12:31:41.027111: 5222
2026-02-07 12:31:42.028442: 5322
2026-02-07 12:31:43.030133: 5322
2026-02-07 12:31:44.031810: 5322
2026-02-07 12:31:45.033487: 5322
2026-02-07 12:31:46.035149: 5322
2026-02-07 12:31:47.036432: 5322
2026-02-07 12:31:48.038136: 5322
2026-02-07 12:31:49.039784: 5322
2026-02-07 12:31:50.040143: 5322
2026-02-07 12:31:51.041795: 5322
2026-02-07 12:31:52.043044: 5322
2026-02-07 12:31:53.044712: 5322
2026-02-07 12:31:54.046378: 5807
2026-02-07 12:31:55.048110: 5322
2026-02-07 12:31:56.049781: 5322
2026-02-07 12:31:57.051053: 5322
2026-02-07 12:31:58.052737: 5423
2026-02-07 12:31:59.054416: 5322
2026-02-07 12:32:00.055702: 5322
2026-02-07 12:32:01.057353: 7540
2026-02-07 12:32:02.058648: 5706
2026-02-07 12:32:03.060288: 5706
2026-02-07 12:32:04.061956: 5221
2026-02-07 12:32:05.063589: 5322
2026-02-07 12:32:06.065294: 5322
2026-02-07 12:32:07.066944: 5322
2026-02-07 12:32:08.068670: 5322
2026-02-07 12:32:09.069917: 5322
2026-02-07 12:32:10.071571: 5322
2026-02-07 12:32:11.073229: 5322
2026-02-07 12:32:12.074898: 5322
2026-02-07 12:32:13.076550: 5322
2026-02-07 12:32:14.078231: 5322
2026-02-07 12:32:15.079942: 5322
2026-02-07 12:32:16.081185: 5423
2026-02-07 12:32:17.082855: 5322
2026-02-07 12:32:18.084506: 5322
2026-02-07 12:32:19.086195: 5322
2026-02-07 12:32:20.087845: 5322
2026-02-07 12:32:21.089478: 5322
2026-02-07 12:32:22.090758: 5322
2026-02-07 12:32:23.092428: 5322
2026-02-07 12:32:24.094086: 5322
2026-02-07 12:32:25.095727: 5322
2026-02-07 12:32:26.097354: 5322
2026-02-07 12:32:27.098984: 5322
2026-02-07 12:32:28.100633: 5322
2026-02-07 12:32:29.102284: 5322
2026-02-07 12:32:30.104000: 5322
2026-02-07 12:32:31.105629: 5322
2026-02-07 12:32:32.107299: 5322
2026-02-07 12:32:33.108576: 5322
2026-02-07 12:32:34.109863: 5423
2026-02-07 12:32:35.111142: 5322
2026-02-07 12:32:36.112778: 5322
2026-02-07 12:32:37.114409: 5322
2026-02-07 12:32:38.116143: 5322
2026-02-07 12:32:39.117783: 5322
2026-02-07 12:32:40.119445: 5322
2026-02-07 12:32:41.121099: 5322
2026-02-07 12:32:42.122735: 5322
2026-02-07 12:32:43.124366: 5222
2026-02-07 12:32:44.126010: 5322
2026-02-07 12:32:45.127635: 5222
2026-02-07 12:32:46.129303: 5322
2026-02-07 12:32:47.130968: 5322
2026-02-07 12:32:48.132603: 5322
2026-02-07 12:32:49.134277: 5322
2026-02-07 12:32:50.135993: 5322
2026-02-07 12:32:51.137648: 5322
2026-02-07 12:32:52.139306: 5322
2026-02-07 12:32:53.140971: 5121
2026-02-07 12:32:54.142629: 5322
2026-02-07 12:32:55.143993: 5322
2026-02-07 12:32:56.145651: 5121
2026-02-07 12:32:57.147316: 5322
2026-02-07 12:32:58.148978: 5322
2026-02-07 12:32:59.150619: 5322
2026-02-07 12:33:00.151945: 5222
2026-02-07 12:33:01.153267: 7439
2026-02-07 12:33:02.154607: 5706
2026-02-07 12:33:03.156263: 5322
2026-02-07 12:33:04.157949: 5322
2026-02-07 12:33:05.159594: 5322
2026-02-07 12:33:06.161269: 5322
2026-02-07 12:33:07.162976: 5322
2026-02-07 12:33:08.164571: 5322
2026-02-07 12:33:09.166252: 5706
2026-02-07 12:33:10.168017: 5322
2026-02-07 12:33:11.169643: 5423
2026-02-07 12:33:12.171294: 5322
2026-02-07 12:33:13.172918: 5322
2026-02-07 12:33:14.174600: 5322
2026-02-07 12:33:15.176257: 5322
2026-02-07 12:33:16.177909: 5322
2026-02-07 12:33:17.179586: 5322
2026-02-07 12:33:18.181256: 5322
2026-02-07 12:33:19.182922: 5121
2026-02-07 12:33:20.184601: 5322
2026-02-07 12:33:21.186240: 5322
2026-02-07 12:33:22.187936: 5322
2026-02-07 12:33:23.189536: 5322
2026-02-07 12:33:24.191162: 5322
2026-02-07 12:33:25.192797: 5322
2026-02-07 12:33:26.194445: 5322
2026-02-07 12:33:27.196147: 5322
2026-02-07 12:33:28.197854: 5322
2026-02-07 12:33:29.199509: 5121
2026-02-07 12:33:30.201156: 5322
2026-02-07 12:33:31.202810: 5222
2026-02-07 12:33:32.204501: 5322
2026-02-07 12:33:33.206164: 5322
2026-02-07 12:33:34.207479: 5322
2026-02-07 12:33:35.209127: 6291
2026-02-07 12:33:36.210773: 5322
2026-02-07 12:33:37.212464: 5322
2026-02-07 12:33:38.214113: 5322
2026-02-07 12:33:39.215774: 5222
2026-02-07 12:33:40.217412: 5423
2026-02-07 12:33:41.218661: 5322
2026-02-07 12:33:42.220367: 5322
2026-02-07 12:33:43.222011: 5322
2026-02-07 12:33:44.223664: 5322
2026-02-07 12:33:45.225306: 5322
2026-02-07 12:33:46.226968: 5322
2026-02-07 12:33:47.228250: 5322
2026-02-07 12:33:48.229540: 5322
2026-02-07 12:33:49.231207: 5322
2026-02-07 12:33:50.232892: 5322
2026-02-07 12:33:51.234562: 5322
2026-02-07 12:33:52.236219: 5322
2026-02-07 12:33:53.237859: 5322
2026-02-07 12:33:54.239536: 5322
2026-02-07 12:33:55.241195: 5322
2026-02-07 12:33:56.242835: 5322
2026-02-07 12:33:57.244501: 5322
2026-02-07 12:33:58.246161: 5322
2026-02-07 12:33:59.247798: 5322
2026-02-07 12:34:00.249545: 5322
2026-02-07 12:34:01.251215: 7056
2026-02-07 12:34:02.252907: 5706
2026-02-07 12:34:03.254587: 5322
2026-02-07 12:34:04.256253: 5322
2026-02-07 12:34:05.257548: 5322
2026-02-07 12:34:06.258798: 5322
2026-02-07 12:34:07.260277: 5322
2026-02-07 12:34:08.261933: 5322
2026-02-07 12:34:09.263602: 5322
2026-02-07 12:34:10.265284: 5322
2026-02-07 12:34:11.266940: 5322
2026-02-07 12:34:12.268583: 5322
2026-02-07 12:34:13.270226: 5322
2026-02-07 12:34:14.271953: 5706
2026-02-07 12:34:15.273555: 5322
2026-02-07 12:34:16.275209: 5322
2026-02-07 12:34:17.276858: 5322
2026-02-07 12:34:18.278542: 5322
2026-02-07 12:34:19.280219: 5221
2026-02-07 12:34:20.281900: 5221
2026-02-07 12:34:21.283547: 5121
2026-02-07 12:34:22.285199: 5322
2026-02-07 12:34:23.286845: 5322
2026-02-07 12:34:24.288479: 5322
2026-02-07 12:34:25.290140: 5322
2026-02-07 12:34:26.291805: 5121
2026-02-07 12:34:27.293046: 5322
2026-02-07 12:34:28.294688: 5322
2026-02-07 12:34:29.296349: 5322
2026-02-07 12:34:30.297970: 5222
2026-02-07 12:34:31.299626: 5322
2026-02-07 12:34:32.300888: 5121
2026-02-07 12:34:33.302195: 5322
2026-02-07 12:34:34.303863: 5807
2026-02-07 12:34:35.305532: 5322
2026-02-07 12:34:36.307183: 5322
2026-02-07 12:34:37.308836: 5322
2026-02-07 12:34:38.310507: 5322
2026-02-07 12:34:39.312167: 5322
2026-02-07 12:34:40.313830: 5322
2026-02-07 12:34:41.315485: 5322
2026-02-07 12:34:42.317154: 5322
2026-02-07 12:34:43.318455: 5322
2026-02-07 12:34:44.320124: 5322
2026-02-07 12:34:45.321793: 5322
2026-02-07 12:34:46.323451: 5322
2026-02-07 12:34:47.325088: 5322
2026-02-07 12:34:48.326339: 5322
2026-02-07 12:34:49.328043: 5322
2026-02-07 12:34:50.329705: 5222
2026-02-07 12:34:51.331363: 5221
2026-02-07 12:34:52.333017: 5322
2026-02-07 12:34:53.334307: 5322
2026-02-07 12:34:54.335627: 5322
2026-02-07 12:34:55.337275: 6291
2026-02-07 12:34:56.338914: 5706
2026-02-07 12:34:57.340590: 5322
2026-02-07 12:34:58.342224: 5322
2026-02-07 12:34:59.343969: 5322
2026-02-07 12:35:00.345769: 5322
2026-02-07 12:35:01.347395: 6673
2026-02-07 12:35:02.349112: 5807
2026-02-07 12:35:03.350764: 5706
2026-02-07 12:35:04.352401: 5322
2026-02-07 12:35:05.354060: 5322
2026-02-07 12:35:06.355744: 5322
2026-02-07 12:35:07.357416: 5322
2026-02-07 12:35:08.359074: 5322
2026-02-07 12:35:09.360717: 5322
2026-02-07 12:35:10.362400: 5221
2026-02-07 12:35:11.364098: 5322
2026-02-07 12:35:12.365758: 5322
2026-02-07 12:35:13.367030: 5322
2026-02-07 12:35:14.368700: 5322
2026-02-07 12:35:15.370383: 5322
2026-02-07 12:35:16.372079: 5322
2026-02-07 12:35:17.373733: 5322
2026-02-07 12:35:18.375366: 5322
2026-02-07 12:35:19.376652: 5221
2026-02-07 12:35:20.378307: 6190
2026-02-07 12:35:21.379966: 5322
2026-02-07 12:35:22.381623: 5322
2026-02-07 12:35:23.383268: 5322
2026-02-07 12:35:24.384932: 5322
2026-02-07 12:35:25.386579: 5322
2026-02-07 12:35:26.388253: 5121
2026-02-07 12:35:27.389530: 5322
2026-02-07 12:35:28.390809: 5322
2026-02-07 12:35:29.392090: 5322
2026-02-07 12:35:30.393732: 5322
2026-02-07 12:35:31.395366: 5322
2026-02-07 12:35:32.397066: 5322
2026-02-07 12:35:33.398717: 5322
2026-02-07 12:35:34.400353: 5322
2026-02-07 12:35:35.401993: 5322
2026-02-07 12:35:36.403653: 5322
2026-02-07 12:35:37.405315: 5322
2026-02-07 12:35:38.406963: 5322
2026-02-07 12:35:39.408214: 5322
2026-02-07 12:35:40.409855: 5322
2026-02-07 12:35:41.411467: 5222
2026-02-07 12:35:42.412757: 5322
2026-02-07 12:35:43.414391: 5706
2026-02-07 12:35:44.416392: 5121
2026-02-07 12:35:45.418004: 5322
2026-02-07 12:35:46.419635: 5322
2026-02-07 12:35:47.421240: 5322
2026-02-07 12:35:48.422842: 5222
2026-02-07 12:35:49.424494: 5322
2026-02-07 12:35:50.426125: 5322
2026-02-07 12:35:51.427753: 5322
2026-02-07 12:35:52.429484: 5322
2026-02-07 12:35:53.430731: 5221
2026-02-07 12:35:54.432026: 5322
2026-02-07 12:35:55.433671: 5322
2026-02-07 12:35:56.434787: 5221
2026-02-07 12:35:57.436436: 5322
2026-02-07 12:35:58.438060: 5322
2026-02-07 12:35:59.439341: 5121
2026-02-07 12:36:00.441038: 5322
2026-02-07 12:36:01.442654: 6673
2026-02-07 12:36:02.444294: 5706
2026-02-07 12:36:03.445919: 5706
2026-02-07 12:36:04.447553: 5322
2026-02-07 12:36:05.449286: 5322
2026-02-07 12:36:06.450967: 5322
2026-02-07 12:36:07.452206: 5121
2026-02-07 12:36:08.453876: 5221
2026-02-07 12:36:09.455509: 5322
2026-02-07 12:36:10.457188: 5322
2026-02-07 12:36:11.458849: 5322
2026-02-07 12:36:12.460125: 5322
2026-02-07 12:36:13.461770: 5322
