nohup: ignoring input
Starting Power Logger...
2026-02-07 14:44:59.727253: 7437
2026-02-07 14:45:00.728288: 5706
2026-02-07 14:45:01.729555: 6189
2026-02-07 14:45:02.730899: 5706
2026-02-07 14:45:03.732648: 7969
2026-02-07 14:45:04.733740: 6673
2026-02-07 14:45:05.734829: 6572
2026-02-07 14:45:06.736013: 5807
2026-02-07 14:45:07.737120: 6290
2026-02-07 14:45:08.738210: 5807
2026-02-07 14:45:09.739292: 5322
2026-02-07 14:45:10.740161: 5121
2026-02-07 14:45:11.741840: 5322
2026-02-07 14:45:12.742912: 5322
2026-02-07 14:45:13.743978: 5322
2026-02-07 14:45:14.745272: 5322
2026-02-07 14:45:15.746368: 5322
2026-02-07 14:45:16.748079: 5322
2026-02-07 14:45:17.749393: 5322
2026-02-07 14:45:18.750541: 5322
2026-02-07 14:45:19.751978: 5221
2026-02-07 14:45:20.753076: 5322
2026-02-07 14:45:21.754357: 5121
2026-02-07 14:45:22.755660: 5222
2026-02-07 14:45:23.757003: 5121
2026-02-07 14:45:24.758720: 5322
2026-02-07 14:45:25.759808: 5322
2026-02-07 14:45:26.760885: 5322
2026-02-07 14:45:27.762179: 5322
2026-02-07 14:45:28.763493: 5322
2026-02-07 14:45:29.764616: 5423
2026-02-07 14:45:30.765898: 5322
2026-02-07 14:45:31.767044: 5322
2026-02-07 14:45:32.768182: 5221
2026-02-07 14:45:33.769253: 5322
2026-02-07 14:45:34.770544: 5322
2026-02-07 14:45:35.771625: 5322
2026-02-07 14:45:36.771969: 5322
2026-02-07 14:45:37.773270: 5322
2026-02-07 14:45:38.774555: 5706
2026-02-07 14:45:39.775626: 5322
2026-02-07 14:45:40.776926: 5322
2026-02-07 14:45:41.778115: 5322
2026-02-07 14:45:42.779206: 5322
2026-02-07 14:45:43.780545: 5322
2026-02-07 14:45:44.781627: 5322
2026-02-07 14:45:45.782753: 5322
2026-02-07 14:45:46.783843: 5121
2026-02-07 14:45:47.784968: 5322
2026-02-07 14:45:48.786275: 5322
2026-02-07 14:45:49.788056: 5322
2026-02-07 14:45:50.789350: 5322
2026-02-07 14:45:51.790436: 5322
2026-02-07 14:45:52.791540: 5322
2026-02-07 14:45:53.791965: 5322
2026-02-07 14:45:54.793050: 5322
2026-02-07 14:45:55.794408: 5322
2026-02-07 14:45:56.795772: 5221
2026-02-07 14:45:57.797073: 5322
2026-02-07 14:45:58.798388: 5322
2026-02-07 14:45:59.799484: 5322
2026-02-07 14:46:00.799959: 5322
2026-02-07 14:46:01.801555: 6189
2026-02-07 14:46:02.802692: 5807
2026-02-07 14:46:03.803835: 5322
2026-02-07 14:46:04.804018: 5221
2026-02-07 14:46:05.805104: 5322
2026-02-07 14:46:06.806243: 5322
2026-02-07 14:46:07.807618: 5322
2026-02-07 14:46:08.808032: 5221
2026-02-07 14:46:09.809295: 5221
2026-02-07 14:46:10.810979: 5322
2026-02-07 14:46:11.812621: 5322
2026-02-07 14:46:12.813704: 5322
2026-02-07 14:46:13.815268: 5322
2026-02-07 14:46:14.815959: 5322
2026-02-07 14:46:15.817655: 5322
2026-02-07 14:46:16.819357: 5322
2026-02-07 14:46:17.820032: 5322
2026-02-07 14:46:18.821889: 5322
2026-02-07 14:46:19.823249: 5322
2026-02-07 14:46:20.824900: 5221
2026-02-07 14:46:21.826162: 5706
2026-02-07 14:46:22.827431: 5322
2026-02-07 14:46:23.828741: 5322
2026-02-07 14:46:24.830037: 5322
2026-02-07 14:46:25.831165: 5322
2026-02-07 14:46:26.832557: 5322
2026-02-07 14:46:27.833885: 5121
2026-02-07 14:46:28.835253: 5322
2026-02-07 14:46:29.836562: 5322
2026-02-07 14:46:30.837914: 5322
2026-02-07 14:46:31.838999: 5222
2026-02-07 14:46:32.839960: 5322
2026-02-07 14:46:33.841038: 5322
2026-02-07 14:46:34.842180: 5322
2026-02-07 14:46:35.843267: 5322
2026-02-07 14:46:36.844344: 5322
2026-02-07 14:46:37.845431: 5322
2026-02-07 14:46:38.846520: 5322
2026-02-07 14:46:39.847645: 5322
2026-02-07 14:46:40.848205: 5322
2026-02-07 14:46:41.849479: 5322
2026-02-07 14:46:42.850582: 5322
2026-02-07 14:46:43.851729: 6291
2026-02-07 14:46:44.852000: 5322
2026-02-07 14:46:45.853162: 5322
2026-02-07 14:46:46.854261: 5322
2026-02-07 14:46:47.855418: 5322
2026-02-07 14:46:48.855974: 5322
2026-02-07 14:46:49.857081: 5322
2026-02-07 14:46:50.858193: 5322
2026-02-07 14:46:51.859271: 5322
2026-02-07 14:46:52.860004: 5322
2026-02-07 14:46:53.861122: 5221
2026-02-07 14:46:54.862217: 5322
2026-02-07 14:46:55.863310: 5322
2026-02-07 14:46:56.863993: 5322
2026-02-07 14:46:57.865138: 5322
2026-02-07 14:46:58.866236: 5322
2026-02-07 14:46:59.867327: 5322
2026-02-07 14:47:00.867971: 5322
2026-02-07 14:47:01.869061: 6673
2026-02-07 14:47:02.870175: 5605
2026-02-07 14:47:03.871287: 6190
2026-02-07 14:47:04.871975: 5221
2026-02-07 14:47:05.873111: 5121
2026-02-07 14:47:06.874207: 5322
2026-02-07 14:47:07.875999: 5322
2026-02-07 14:47:08.877127: 5322
2026-02-07 14:47:09.878515: 5322
2026-02-07 14:47:10.879654: 5807
2026-02-07 14:47:11.880808: 5322
2026-02-07 14:47:12.881909: 5322
2026-02-07 14:47:13.883200: 5322
2026-02-07 14:47:14.883984: 5322
2026-02-07 14:47:15.885096: 5322
2026-02-07 14:47:16.886226: 5322
2026-02-07 14:47:17.887500: 5322
2026-02-07 14:47:18.887992: 5322
2026-02-07 14:47:19.889087: 5322
2026-02-07 14:47:20.890196: 5322
2026-02-07 14:47:21.891856: 5322
2026-02-07 14:47:22.891974: 5322
2026-02-07 14:47:23.893384: 5322
2026-02-07 14:47:24.894469: 5322
2026-02-07 14:47:25.895863: 5322
2026-02-07 14:47:26.897269: 5322
2026-02-07 14:47:27.898566: 5322
2026-02-07 14:47:28.899719: 5322
2026-02-07 14:47:29.900809: 5322
2026-02-07 14:47:30.901901: 5322
2026-02-07 14:47:31.903046: 5322
2026-02-07 14:47:32.904015: 5322
2026-02-07 14:47:33.905118: 5121
2026-02-07 14:47:34.906200: 5322
2026-02-07 14:47:35.907298: 5322
2026-02-07 14:47:36.908623: 5322
2026-02-07 14:47:37.910020: 5322
2026-02-07 14:47:38.911108: 5322
2026-02-07 14:47:39.912165: 5322
2026-02-07 14:47:40.913515: 5322
2026-02-07 14:47:41.914971: 5322
2026-02-07 14:47:42.916441: 5322
2026-02-07 14:47:43.917765: 6291
2026-02-07 14:47:44.919071: 5322
2026-02-07 14:47:45.920400: 5322
2026-02-07 14:47:46.921709: 5322
2026-02-07 14:47:47.922858: 5322
2026-02-07 14:47:48.923970: 5121
2026-02-07 14:47:49.925281: 5322
2026-02-07 14:47:50.926442: 5322
2026-02-07 14:47:51.927781: 5121
2026-02-07 14:47:52.927969: 5121
2026-02-07 14:47:53.929097: 5121
2026-02-07 14:47:54.930452: 5222
2026-02-07 14:47:55.931858: 5322
2026-02-07 14:47:56.933198: 5322
2026-02-07 14:47:57.934511: 5322
2026-02-07 14:47:58.935825: 5222
2026-02-07 14:47:59.937242: 5322
2026-02-07 14:48:00.938551: 5322
2026-02-07 14:48:01.940212: 6572
2026-02-07 14:48:02.941900: 5706
2026-02-07 14:48:03.943218: 5322
2026-02-07 14:48:04.944017: 5908
2026-02-07 14:48:05.945330: 5322
2026-02-07 14:48:06.946472: 5322
2026-02-07 14:48:07.947558: 5322
2026-02-07 14:48:08.948200: 5322
2026-02-07 14:48:09.949345: 5322
2026-02-07 14:48:10.950662: 5322
2026-02-07 14:48:11.951799: 5322
2026-02-07 14:48:12.951972: 5322
2026-02-07 14:48:13.953114: 5322
2026-02-07 14:48:14.954412: 5322
2026-02-07 14:48:15.955722: 5322
2026-02-07 14:48:16.956845: 5322
2026-02-07 14:48:17.957943: 5322
2026-02-07 14:48:18.959074: 5322
2026-02-07 14:48:19.960029: 5322
2026-02-07 14:48:20.961143: 5322
2026-02-07 14:48:21.962312: 5322
2026-02-07 14:48:22.963461: 5322
2026-02-07 14:48:23.963971: 5322
2026-02-07 14:48:24.965079: 5322
2026-02-07 14:48:25.966169: 5322
2026-02-07 14:48:26.967309: 5121
2026-02-07 14:48:27.967964: 5322
2026-02-07 14:48:28.969107: 5322
2026-02-07 14:48:29.970245: 5322
2026-02-07 14:48:30.971355: 5221
2026-02-07 14:48:31.971976: 5322
2026-02-07 14:48:32.973061: 5322
2026-02-07 14:48:33.974185: 5322
2026-02-07 14:48:34.975326: 5322
2026-02-07 14:48:35.975990: 5322
2026-02-07 14:48:36.977135: 5322
2026-02-07 14:48:37.978828: 5322
2026-02-07 14:48:38.979978: 5322
2026-02-07 14:48:39.981094: 5322
2026-02-07 14:48:40.982188: 5322
2026-02-07 14:48:41.983311: 5322
2026-02-07 14:48:42.984217: 5322
2026-02-07 14:48:43.985308: 5322
2026-02-07 14:48:44.986403: 5322
2026-02-07 14:48:45.987490: 5322
2026-02-07 14:48:46.988091: 5322
2026-02-07 14:48:47.989180: 5322
2026-02-07 14:48:48.990274: 5322
2026-02-07 14:48:49.991400: 5322
2026-02-07 14:48:50.992015: 5322
2026-02-07 14:48:51.993110: 5322
2026-02-07 14:48:52.994259: 5322
2026-02-07 14:48:53.995348: 5322
2026-02-07 14:48:54.996016: 5322
2026-02-07 14:48:55.997151: 5322
2026-02-07 14:48:56.998449: 5322
2026-02-07 14:48:57.999548: 5322
2026-02-07 14:48:59.000006: 5322
2026-02-07 14:49:00.001108: 5322
2026-02-07 14:49:01.002212: 5322
2026-02-07 14:49:02.003313: 6189
2026-02-07 14:49:03.004048: 5706
2026-02-07 14:49:04.005130: 5322
2026-02-07 14:49:05.006222: 5322
2026-02-07 14:49:06.007322: 5121
2026-02-07 14:49:07.008183: 5121
2026-02-07 14:49:08.009260: 5423
2026-02-07 14:49:09.010380: 5322
2026-02-07 14:49:10.011485: 5221
2026-02-07 14:49:11.011987: 5121
2026-02-07 14:49:12.013095: 5322
2026-02-07 14:49:13.014190: 5322
2026-02-07 14:49:14.015295: 5121
2026-02-07 14:49:15.015968: 5706
2026-02-07 14:49:16.017059: 5322
2026-02-07 14:49:17.018175: 5322
2026-02-07 14:49:18.019254: 5322
2026-02-07 14:49:19.019963: 5322
2026-02-07 14:49:20.021051: 5322
2026-02-07 14:49:21.022154: 6190
2026-02-07 14:49:22.023249: 5322
2026-02-07 14:49:23.023991: 5322
2026-02-07 14:49:24.025097: 5322
2026-02-07 14:49:25.026203: 5322
2026-02-07 14:49:26.027289: 5322
2026-02-07 14:49:27.027964: 5322
2026-02-07 14:49:28.029253: 5706
2026-02-07 14:49:29.030333: 5322
2026-02-07 14:49:30.031654: 5322
2026-02-07 14:49:31.031997: 5322
2026-02-07 14:49:32.033117: 5322
2026-02-07 14:49:33.034216: 5322
2026-02-07 14:49:34.035317: 5322
2026-02-07 14:49:35.035960: 5322
2026-02-07 14:49:36.037072: 6190
2026-02-07 14:49:37.038169: 5322
2026-02-07 14:49:38.039292: 5322
2026-02-07 14:49:39.039963: 5322
2026-02-07 14:49:40.041052: 5322
2026-02-07 14:49:41.042150: 5322
2026-02-07 14:49:42.043256: 5322
2026-02-07 14:49:43.044048: 5322
2026-02-07 14:49:44.045308: 5322
2026-02-07 14:49:45.046594: 5322
2026-02-07 14:49:46.047691: 5322
2026-02-07 14:49:47.048012: 5322
2026-02-07 14:49:48.049094: 5322
2026-02-07 14:49:49.050175: 5322
2026-02-07 14:49:50.051266: 6190
2026-02-07 14:49:51.052019: 5322
2026-02-07 14:49:52.053152: 5121
2026-02-07 14:49:53.054246: 5322
2026-02-07 14:49:54.055334: 5322
2026-02-07 14:49:55.056001: 5221
2026-02-07 14:49:56.057094: 5322
2026-02-07 14:49:57.058202: 5807
2026-02-07 14:49:58.059325: 5322
2026-02-07 14:49:59.059993: 5322
2026-02-07 14:50:00.061067: 5322
2026-02-07 14:50:01.062214: 6471
2026-02-07 14:50:02.063334: 6089
2026-02-07 14:50:03.063972: 5706
2026-02-07 14:50:04.065102: 5322
2026-02-07 14:50:05.066181: 5322
2026-02-07 14:50:06.067257: 5322
2026-02-07 14:50:07.067958: 5322
2026-02-07 14:50:08.069092: 5121
2026-02-07 14:50:09.070211: 5322
2026-02-07 14:50:10.071869: 5322
2026-02-07 14:50:11.071961: 5322
2026-02-07 14:50:12.073044: 5322
2026-02-07 14:50:13.074654: 5121
2026-02-07 14:50:14.075802: 5322
2026-02-07 14:50:15.075974: 5322
2026-02-07 14:50:16.077096: 5322
2026-02-07 14:50:17.078200: 5322
2026-02-07 14:50:18.079325: 5322
2026-02-07 14:50:19.079996: 5322
2026-02-07 14:50:20.081094: 5322
2026-02-07 14:50:21.082171: 5322
2026-02-07 14:50:22.083260: 5322
2026-02-07 14:50:23.083977: 5121
2026-02-07 14:50:24.085059: 5222
2026-02-07 14:50:25.086180: 5322
2026-02-07 14:50:26.087255: 5322
2026-02-07 14:50:27.087966: 5322
2026-02-07 14:50:28.089066: 5322
2026-02-07 14:50:29.090194: 5322
2026-02-07 14:50:30.091510: 5322
2026-02-07 14:50:31.092037: 5322
2026-02-07 14:50:32.093145: 5322
2026-02-07 14:50:33.094259: 5322
2026-02-07 14:50:34.095362: 5322
2026-02-07 14:50:35.095980: 5322
2026-02-07 14:50:36.097344: 5221
2026-02-07 14:50:37.098453: 5322
2026-02-07 14:50:38.099553: 5322
2026-02-07 14:50:39.100013: 5322
2026-02-07 14:50:40.101139: 5322
2026-02-07 14:50:41.102264: 5322
2026-02-07 14:50:42.103367: 5322
2026-02-07 14:50:43.103983: 5121
2026-02-07 14:50:44.105103: 5322
2026-02-07 14:50:45.106225: 5322
2026-02-07 14:50:46.107326: 5322
2026-02-07 14:50:47.108301: 5121
2026-02-07 14:50:48.109409: 5322
2026-02-07 14:50:49.110534: 5322
2026-02-07 14:50:50.111655: 5322
2026-02-07 14:50:51.112017: 5222
2026-02-07 14:50:52.113101: 5322
2026-02-07 14:50:53.114183: 5322
2026-02-07 14:50:54.115302: 5322
2026-02-07 14:50:55.115995: 5322
2026-02-07 14:50:56.117111: 5322
2026-02-07 14:50:57.118233: 5322
2026-02-07 14:50:58.119354: 5322
2026-02-07 14:50:59.120614: 5322
2026-02-07 14:51:00.121704: 5322
2026-02-07 14:51:01.123388: 6854
2026-02-07 14:51:02.123962: 6190
2026-02-07 14:51:03.125076: 5706
2026-02-07 14:51:04.126152: 5322
2026-02-07 14:51:05.127289: 5322
2026-02-07 14:51:06.127980: 5322
2026-02-07 14:51:07.129085: 5322
2026-02-07 14:51:08.130210: 5322
2026-02-07 14:51:09.131571: 5322
2026-02-07 14:51:10.132015: 5322
2026-02-07 14:51:11.133136: 5322
2026-02-07 14:51:12.134226: 5322
2026-02-07 14:51:13.135324: 5322
2026-02-07 14:51:14.136007: 5322
2026-02-07 14:51:15.137144: 5322
2026-02-07 14:51:16.138239: 5322
2026-02-07 14:51:17.139367: 5322
2026-02-07 14:51:18.140001: 5322
2026-02-07 14:51:19.141122: 5322
2026-02-07 14:51:20.142445: 5121
2026-02-07 14:51:21.143581: 5322
2026-02-07 14:51:22.143993: 5322
2026-02-07 14:51:23.145055: 5322
2026-02-07 14:51:24.146157: 5322
2026-02-07 14:51:25.147276: 5121
2026-02-07 14:51:26.148038: 5322
2026-02-07 14:51:27.149133: 5221
2026-02-07 14:51:28.150447: 5322
2026-02-07 14:51:29.151571: 5322
2026-02-07 14:51:30.152002: 5221
2026-02-07 14:51:31.153113: 5322
2026-02-07 14:51:32.154230: 5322
2026-02-07 14:51:33.155330: 5322
2026-02-07 14:51:34.155994: 5221
2026-02-07 14:51:35.157107: 5222
2026-02-07 14:51:36.158433: 5222
2026-02-07 14:51:37.159561: 5322
2026-02-07 14:51:38.161010: 5322
2026-02-07 14:51:39.162331: 5322
2026-02-07 14:51:40.163463: 5322
2026-02-07 14:51:41.164047: 5322
2026-02-07 14:51:42.165318: 5322
2026-02-07 14:51:43.166391: 5322
2026-02-07 14:51:44.168139: 5322
2026-02-07 14:51:45.169255: 5322
2026-02-07 14:51:46.170548: 5322
2026-02-07 14:51:47.171689: 5322
2026-02-07 14:51:48.172034: 5322
2026-02-07 14:51:49.173159: 5322
2026-02-07 14:51:50.174292: 5322
2026-02-07 14:51:51.175434: 5322
2026-02-07 14:51:52.176150: 5322
2026-02-07 14:51:53.177456: 5322
2026-02-07 14:51:54.178611: 5322
2026-02-07 14:51:55.179746: 5322
2026-02-07 14:51:56.179995: 5322
2026-02-07 14:51:57.181146: 5322
2026-02-07 14:51:58.182274: 5322
2026-02-07 14:51:59.183542: 5322
2026-02-07 14:52:00.184017: 5322
2026-02-07 14:52:01.185167: 7438
2026-02-07 14:52:02.186276: 5706
2026-02-07 14:52:03.187386: 5221
2026-02-07 14:52:04.188011: 5322
2026-02-07 14:52:05.189095: 5222
2026-02-07 14:52:06.190175: 5322
2026-02-07 14:52:07.191827: 5322
2026-02-07 14:52:08.192004: 5322
2026-02-07 14:52:09.193084: 5322
2026-02-07 14:52:10.194379: 5322
2026-02-07 14:52:11.195651: 5322
2026-02-07 14:52:12.195998: 5322
2026-02-07 14:52:13.197078: 5322
2026-02-07 14:52:14.198166: 5322
2026-02-07 14:52:15.199473: 5322
2026-02-07 14:52:16.200016: 5221
2026-02-07 14:52:17.201097: 5121
2026-02-07 14:52:18.202778: 5221
2026-02-07 14:52:19.204486: 5322
2026-02-07 14:52:20.206160: 5322
2026-02-07 14:52:21.207257: 5322
2026-02-07 14:52:22.207968: 5322
2026-02-07 14:52:23.209084: 5322
2026-02-07 14:52:24.210233: 5322
2026-02-07 14:52:25.211359: 5322
2026-02-07 14:52:26.212004: 5322
2026-02-07 14:52:27.213092: 5322
2026-02-07 14:52:28.214178: 5322
2026-02-07 14:52:29.215303: 5222
2026-02-07 14:52:30.216033: 5322
2026-02-07 14:52:31.217166: 5322
2026-02-07 14:52:32.218257: 5322
2026-02-07 14:52:33.219354: 5322
2026-02-07 14:52:34.220025: 5322
2026-02-07 14:52:35.221155: 5322
2026-02-07 14:52:36.222289: 5322
2026-02-07 14:52:37.223414: 5322
2026-02-07 14:52:38.224016: 5322
2026-02-07 14:52:39.225121: 5322
2026-02-07 14:52:40.226257: 5222
2026-02-07 14:52:41.227545: 5322
2026-02-07 14:52:42.227992: 5322
2026-02-07 14:52:43.229092: 5322
2026-02-07 14:52:44.230197: 5322
2026-02-07 14:52:45.231330: 5322
2026-02-07 14:52:46.231981: 5221
2026-02-07 14:52:47.233295: 5322
2026-02-07 14:52:48.234381: 5322
2026-02-07 14:52:49.235468: 5322
2026-02-07 14:52:50.236818: 5322
2026-02-07 14:52:51.237898: 5322
2026-02-07 14:52:52.239050: 5322
2026-02-07 14:52:53.239965: 5322
2026-02-07 14:52:54.241138: 5121
2026-02-07 14:52:55.242238: 5322
2026-02-07 14:52:56.243322: 5121
2026-02-07 14:52:57.244399: 5322
2026-02-07 14:52:58.245772: 5322
2026-02-07 14:52:59.248106: 5322
2026-02-07 14:53:00.249213: 5322
2026-02-07 14:53:01.250331: 7438
2026-02-07 14:53:02.251758: 5706
2026-02-07 14:53:03.251995: 5322
2026-02-07 14:53:04.253305: 5322
2026-02-07 14:53:05.254413: 5322
2026-02-07 14:53:06.255575: 5221
2026-02-07 14:53:07.256987: 5322
2026-02-07 14:53:08.258081: 5322
2026-02-07 14:53:09.259189: 5322
2026-02-07 14:53:10.260360: 5322
2026-02-07 14:53:11.261482: 5807
2026-02-07 14:53:12.262579: 5322
2026-02-07 14:53:13.263692: 5322
2026-02-07 14:53:14.264858: 5322
2026-02-07 14:53:15.266011: 5322
2026-02-07 14:53:16.267359: 5322
2026-02-07 14:53:17.268697: 5322
2026-02-07 14:53:18.269826: 5322
2026-02-07 14:53:19.270919: 5322
2026-02-07 14:53:20.271985: 5322
2026-02-07 14:53:21.273085: 5322
2026-02-07 14:53:22.274214: 5322
2026-02-07 14:53:23.275375: 5322
2026-02-07 14:53:24.275979: 5322
2026-02-07 14:53:25.277076: 5322
2026-02-07 14:53:26.278243: 5322
2026-02-07 14:53:27.279406: 5322
2026-02-07 14:53:28.280515: 5322
2026-02-07 14:53:29.281632: 5322
2026-02-07 14:53:30.282950: 5322
2026-02-07 14:53:31.284070: 5322
2026-02-07 14:53:32.285362: 6190
2026-02-07 14:53:33.286679: 5322
2026-02-07 14:53:34.287828: 5322
2026-02-07 14:53:35.288928: 5322
2026-02-07 14:53:36.290092: 5322
2026-02-07 14:53:37.291243: 5322
2026-02-07 14:53:38.292351: 5322
2026-02-07 14:53:39.293455: 5322
2026-02-07 14:53:40.294780: 5222
2026-02-07 14:53:41.296174: 5322
2026-02-07 14:53:42.297492: 5221
2026-02-07 14:53:43.298605: 5322
2026-02-07 14:53:44.299721: 5322
2026-02-07 14:53:45.301023: 5322
2026-02-07 14:53:46.302483: 5322
2026-02-07 14:53:47.303656: 5322
2026-02-07 14:53:48.304776: 5322
2026-02-07 14:53:49.305887: 5322
2026-02-07 14:53:50.307223: 5322
2026-02-07 14:53:51.307993: 5322
2026-02-07 14:53:52.309305: 5322
2026-02-07 14:53:53.310569: 5322
2026-02-07 14:53:54.311870: 5706
2026-02-07 14:53:55.313218: 5322
2026-02-07 14:53:56.314546: 5322
2026-02-07 14:53:57.316020: 5121
2026-02-07 14:53:58.317161: 5322
2026-02-07 14:53:59.318340: 5322
2026-02-07 14:54:00.319474: 5322
2026-02-07 14:54:01.321226: 7157
2026-02-07 14:54:02.322342: 5807
2026-02-07 14:54:03.323432: 5706
2026-02-07 14:54:04.324096: 5322
2026-02-07 14:54:05.325194: 5322
2026-02-07 14:54:06.326347: 5322
2026-02-07 14:54:07.327448: 5322
2026-02-07 14:54:08.328049: 5322
2026-02-07 14:54:09.329206: 5322
2026-02-07 14:54:10.330548: 5322
2026-02-07 14:54:11.331645: 5322
2026-02-07 14:54:12.331956: 5322
2026-02-07 14:54:13.333266: 5322
2026-02-07 14:54:14.334594: 5322
2026-02-07 14:54:15.335701: 5222
2026-02-07 14:54:16.336035: 5322
2026-02-07 14:54:17.337413: 5322
2026-02-07 14:54:18.338546: 5322
2026-02-07 14:54:19.339720: 5221
2026-02-07 14:54:20.340853: 5322
2026-02-07 14:54:21.341968: 5322
2026-02-07 14:54:22.343142: 5322
2026-02-07 14:54:23.344017: 5322
2026-02-07 14:54:24.345181: 5322
2026-02-07 14:54:25.346337: 5322
2026-02-07 14:54:26.347481: 5322
2026-02-07 14:54:27.348584: 5322
2026-02-07 14:54:28.349677: 5322
2026-02-07 14:54:29.350825: 5322
2026-02-07 14:54:30.351992: 5322
2026-02-07 14:54:31.353080: 5322
2026-02-07 14:54:32.354216: 5322
2026-02-07 14:54:33.355335: 5322
2026-02-07 14:54:34.356451: 5322
2026-02-07 14:54:35.357545: 5322
2026-02-07 14:54:36.358651: 5322
2026-02-07 14:54:37.359807: 5322
2026-02-07 14:54:38.359972: 5322
2026-02-07 14:54:39.361279: 5322
2026-02-07 14:54:40.362442: 5322
2026-02-07 14:54:41.363771: 5322
2026-02-07 14:54:42.364873: 5322
2026-02-07 14:54:43.366027: 5322
2026-02-07 14:54:44.367137: 5322
2026-02-07 14:54:45.368032: 5322
2026-02-07 14:54:46.369126: 5322
2026-02-07 14:54:47.370279: 5322
2026-02-07 14:54:48.371417: 5322
2026-02-07 14:54:49.372548: 5322
2026-02-07 14:54:50.373666: 5322
2026-02-07 14:54:51.374807: 5322
2026-02-07 14:54:52.376056: 5322
2026-02-07 14:54:53.377521: 5322
2026-02-07 14:54:54.379023: 5322
2026-02-07 14:54:55.380161: 5322
2026-02-07 14:54:56.381273: 5322
2026-02-07 14:54:57.382437: 5322
2026-02-07 14:54:58.384005: 5322
2026-02-07 14:54:59.385106: 5322
2026-02-07 14:55:00.386207: 5322
2026-02-07 14:55:01.387396: 7439
2026-02-07 14:55:02.388540: 5706
2026-02-07 14:55:03.389688: 5322
2026-02-07 14:55:04.390863: 5322
2026-02-07 14:55:05.392065: 5322
2026-02-07 14:55:06.393231: 5222
2026-02-07 14:55:07.394565: 5322
2026-02-07 14:55:08.395716: 5322
2026-02-07 14:55:09.396880: 5322
2026-02-07 14:55:10.398000: 5322
2026-02-07 14:55:11.399123: 5423
2026-02-07 14:55:12.400013: 5322
2026-02-07 14:55:13.401174: 5322
2026-02-07 14:55:14.402327: 5322
2026-02-07 14:55:15.403468: 5322
2026-02-07 14:55:16.404640: 5322
2026-02-07 14:55:17.405781: 5322
2026-02-07 14:55:18.406942: 5322
2026-02-07 14:55:19.408056: 5221
2026-02-07 14:55:20.409207: 5322
2026-02-07 14:55:21.410369: 5322
2026-02-07 14:55:22.411531: 5322
2026-02-07 14:55:23.411962: 5322
2026-02-07 14:55:24.413137: 5322
2026-02-07 14:55:25.414313: 5322
2026-02-07 14:55:26.415427: 5322
2026-02-07 14:55:27.416043: 5322
2026-02-07 14:55:28.417156: 5322
2026-02-07 14:55:29.418312: 5322
2026-02-07 14:55:30.419409: 5322
2026-02-07 14:55:31.420051: 5322
2026-02-07 14:55:32.421175: 5322
2026-02-07 14:55:33.422304: 5322
2026-02-07 14:55:34.423419: 5322
2026-02-07 14:55:35.424601: 5322
2026-02-07 14:55:36.425758: 5322
2026-02-07 14:55:37.426962: 5322
2026-02-07 14:55:38.428088: 5322
2026-02-07 14:55:39.429249: 5322
2026-02-07 14:55:40.430636: 5322
2026-02-07 14:55:41.431819: 5322
2026-02-07 14:55:42.432018: 5322
2026-02-07 14:55:43.433227: 5322
2026-02-07 14:55:44.434388: 5322
2026-02-07 14:55:45.435486: 5221
2026-02-07 14:55:46.436655: 5322
2026-02-07 14:55:47.437825: 5322
2026-02-07 14:55:48.438965: 5322
2026-02-07 14:55:49.440026: 5322
2026-02-07 14:55:50.441197: 5322
2026-02-07 14:55:51.442337: 5322
2026-02-07 14:55:52.443508: 5322
2026-02-07 14:55:53.444673: 5222
2026-02-07 14:55:54.445851: 5322
2026-02-07 14:55:55.447034: 5322
2026-02-07 14:55:56.448125: 5322
2026-02-07 14:55:57.449250: 5322
2026-02-07 14:55:58.450407: 5322
2026-02-07 14:55:59.451926: 5221
2026-02-07 14:56:00.453076: 5322
2026-02-07 14:56:01.454222: 6673
2026-02-07 14:56:02.455393: 5706
2026-02-07 14:56:03.456495: 5322
2026-02-07 14:56:04.457700: 5322
2026-02-07 14:56:05.459177: 5423
2026-02-07 14:56:06.460048: 5322
2026-02-07 14:56:07.461406: 5121
2026-02-07 14:56:08.462521: 5121
2026-02-07 14:56:09.463617: 5322
2026-02-07 14:56:10.464736: 5322
2026-02-07 14:56:11.465831: 5423
2026-02-07 14:56:12.466966: 5322
2026-02-07 14:56:13.468140: 5322
2026-02-07 14:56:14.469452: 5322
2026-02-07 14:56:15.470565: 5322
2026-02-07 14:56:16.471718: 5322
2026-02-07 14:56:17.472890: 5322
2026-02-07 14:56:18.474005: 5322
2026-02-07 14:56:19.475169: 5322
2026-02-07 14:56:20.476319: 5322
2026-02-07 14:56:21.477490: 5221
2026-02-07 14:56:22.478933: 5322
2026-02-07 14:56:23.479996: 5322
2026-02-07 14:56:24.481110: 5322
2026-02-07 14:56:25.482250: 5322
2026-02-07 14:56:26.483336: 5322
2026-02-07 14:56:27.484493: 5322
2026-02-07 14:56:28.485645: 5322
2026-02-07 14:56:29.487147: 5221
2026-02-07 14:56:30.488321: 5121
2026-02-07 14:56:31.489507: 5221
2026-02-07 14:56:32.490674: 5322
2026-02-07 14:56:33.491807: 5222
2026-02-07 14:56:34.492927: 5322
2026-02-07 14:56:35.494101: 5322
2026-02-07 14:56:36.495278: 5121
2026-02-07 14:56:37.496012: 5121
2026-02-07 14:56:38.497124: 5322
