nohup: ignoring input
Starting Power Logger...
2026-02-07 15:40:34.911098: 5206
2026-02-07 15:40:35.915532: 5232
2026-02-07 15:40:36.916720: 5170
2026-02-07 15:40:37.917264: 5170
2026-02-07 15:40:38.918489: 5170
2026-02-07 15:40:39.919656: 5170
2026-02-07 15:40:40.920826: 5160
2026-02-07 15:40:41.921254: 5143
2026-02-07 15:40:42.922476: 5134
2026-02-07 15:40:43.923693: 5206
2026-02-07 15:40:44.924843: 5143
2026-02-07 15:40:45.925311: 5206
2026-02-07 15:40:46.926471: 5206
2026-02-07 15:40:47.927644: 5170
2026-02-07 15:40:48.928871: 5170
2026-02-07 15:40:49.929256: 5170
2026-02-07 15:40:50.930456: 5170
2026-02-07 15:40:51.931605: 5170
2026-02-07 15:40:52.932788: 5206
2026-02-07 15:40:53.933313: 5134
2026-02-07 15:40:54.934476: 5134
2026-02-07 15:40:55.935668: 5206
2026-02-07 15:40:56.936839: 5098
2026-02-07 15:40:57.937328: 5206
2026-02-07 15:40:58.938505: 5206
2026-02-07 15:40:59.939675: 5206
2026-02-07 15:41:00.940855: 5107
2026-02-07 15:41:01.941294: 5134
2026-02-07 15:41:02.942506: 5170
2026-02-07 15:41:03.943636: 5098
2026-02-07 15:41:04.944852: 5170
2026-02-07 15:41:05.945251: 5134
2026-02-07 15:41:06.946481: 5170
2026-02-07 15:41:07.947681: 5170
2026-02-07 15:41:08.948825: 5134
2026-02-07 15:41:09.949343: 5107
2026-02-07 15:41:10.950579: 5143
2026-02-07 15:41:11.951730: 5107
2026-02-07 15:41:12.952955: 5170
2026-02-07 15:41:13.953259: 5071
2026-02-07 15:41:14.954404: 5107
2026-02-07 15:41:15.955627: 5143
2026-02-07 15:41:16.956776: 5107
2026-02-07 15:41:17.957296: 5143
2026-02-07 15:41:18.958485: 5215
2026-02-07 15:41:19.959631: 5196
2026-02-07 15:41:20.960832: 5196
2026-02-07 15:41:21.961241: 5206
2026-02-07 15:41:22.962363: 5196
2026-02-07 15:41:23.963488: 5232
2026-02-07 15:41:24.964675: 5206
2026-02-07 15:41:25.965248: 5196
2026-02-07 15:41:26.966381: 5206
2026-02-07 15:41:27.967577: 5170
2026-02-07 15:41:28.968762: 5196
2026-02-07 15:41:29.969245: 5206
2026-02-07 15:41:30.970417: 5196
2026-02-07 15:41:31.971563: 5196
2026-02-07 15:41:32.972683: 5232
2026-02-07 15:41:33.973320: 5196
2026-02-07 15:41:34.974471: 5206
2026-02-07 15:41:35.975650: 5206
2026-02-07 15:41:36.976854: 5241
2026-02-07 15:41:37.977319: 5206
2026-02-07 15:41:38.978544: 5206
2026-02-07 15:41:39.979731: 5206
2026-02-07 15:41:40.980865: 5071
2026-02-07 15:41:41.981346: 5206
2026-02-07 15:41:42.982515: 5206
2026-02-07 15:41:43.983659: 5206
2026-02-07 15:41:44.984869: 5134
2026-02-07 15:41:45.985251: 5206
2026-02-07 15:41:46.986431: 5206
2026-02-07 15:41:47.987579: 5170
2026-02-07 15:41:48.988777: 5134
2026-02-07 15:41:49.989281: 5206
2026-02-07 15:41:50.990439: 5206
2026-02-07 15:41:51.991675: 5170
2026-02-07 15:41:52.992830: 5170
2026-02-07 15:41:53.993329: 5107
2026-02-07 15:41:54.994534: 5170
2026-02-07 15:41:55.995713: 5170
2026-02-07 15:41:56.996944: 5134
2026-02-07 15:41:57.997271: 5134
2026-02-07 15:41:58.998490: 5206
2026-02-07 15:41:59.999718: 5125
2026-02-07 15:42:01.000855: 5170
2026-02-07 15:42:02.001288: 5170
2026-02-07 15:42:03.002432: 5134
2026-02-07 15:42:04.003602: 5170
2026-02-07 15:42:05.004769: 5170
2026-02-07 15:42:06.005282: 5134
2026-02-07 15:42:07.006451: 5170
2026-02-07 15:42:08.007672: 5206
2026-02-07 15:42:09.008853: 5196
2026-02-07 15:42:10.009267: 5107
2026-02-07 15:42:11.010448: 5134
2026-02-07 15:42:12.011665: 4909
2026-02-07 15:42:13.012911: 5170
2026-02-07 15:42:14.013270: 5170
2026-02-07 15:42:15.047668: 5160
2026-02-07 15:42:16.048816: 5170
2026-02-07 15:42:17.049338: 5134
2026-02-07 15:42:18.050503: 5170
2026-02-07 15:42:19.051654: 5107
2026-02-07 15:42:20.052867: 5134
2026-02-07 15:42:21.053328: 5098
2026-02-07 15:42:22.054556: 5134
2026-02-07 15:42:23.055756: 5134
2026-02-07 15:42:24.056897: 5206
2026-02-07 15:42:25.057256: 5196
2026-02-07 15:42:26.058395: 5206
2026-02-07 15:42:27.059518: 5206
2026-02-07 15:42:28.060645: 5170
2026-02-07 15:42:29.061236: 5196
2026-02-07 15:42:30.062360: 5160
2026-02-07 15:42:31.063533: 5196
2026-02-07 15:42:32.064742: 5196
2026-02-07 15:42:33.065239: 5196
2026-02-07 15:42:34.066360: 5196
2026-02-07 15:42:35.067512: 5196
2026-02-07 15:42:36.068673: 5196
2026-02-07 15:42:37.069309: 5196
2026-02-07 15:42:38.070466: 5196
2026-02-07 15:42:39.071660: 5196
2026-02-07 15:42:40.072859: 5196
2026-02-07 15:42:41.073233: 5196
2026-02-07 15:42:42.074393: 5196
2026-02-07 15:42:43.075513: 5196
2026-02-07 15:42:44.076720: 5196
2026-02-07 15:42:45.077253: 5196
2026-02-07 15:42:46.078448: 5206
2026-02-07 15:42:47.079577: 5196
2026-02-07 15:42:48.080715: 5196
2026-02-07 15:42:49.081314: 5196
2026-02-07 15:42:50.082443: 5196
2026-02-07 15:42:51.083618: 5196
2026-02-07 15:42:52.084821: 5196
2026-02-07 15:42:53.085238: 5206
2026-02-07 15:42:54.086362: 5206
2026-02-07 15:42:55.087554: 5196
2026-02-07 15:42:56.088694: 5196
2026-02-07 15:42:57.089275: 5206
2026-02-07 15:42:58.090403: 5206
2026-02-07 15:42:59.091579: 5196
2026-02-07 15:43:00.092805: 5206
2026-02-07 15:43:01.093278: 5196
2026-02-07 15:43:02.094406: 5206
2026-02-07 15:43:03.095537: 5196
2026-02-07 15:43:04.096664: 5196
2026-02-07 15:43:05.097237: 5196
2026-02-07 15:43:06.098357: 5196
2026-02-07 15:43:07.099538: 5241
2026-02-07 15:43:08.100731: 5196
2026-02-07 15:43:09.101280: 5196
2026-02-07 15:43:10.102418: 5196
2026-02-07 15:43:11.103589: 5196
2026-02-07 15:43:12.104805: 5206
2026-02-07 15:43:13.105328: 5170
2026-02-07 15:43:14.106495: 5134
2026-02-07 15:43:15.107724: 5179
2026-02-07 15:43:16.108893: 5179
2026-02-07 15:43:17.109322: 5134
2026-02-07 15:43:18.110466: 5044
2026-02-07 15:43:19.111674: 5107
2026-02-07 15:43:20.112817: 5134
2026-02-07 15:43:21.113259: 5134
2026-02-07 15:43:22.114481: 5143
2026-02-07 15:43:23.115705: 5071
2026-02-07 15:43:24.116910: 5143
2026-02-07 15:43:25.117246: 5134
2026-02-07 15:43:26.118393: 5071
2026-02-07 15:43:27.119571: 5206
2026-02-07 15:43:28.120719: 5143
2026-02-07 15:43:29.121329: 5134
2026-02-07 15:43:30.122472: 5107
2026-02-07 15:43:31.123628: 5080
2026-02-07 15:43:32.124760: 5107
2026-02-07 15:43:33.125275: 5107
2026-02-07 15:43:34.126421: 5035
2026-02-07 15:43:35.127569: 5170
2026-02-07 15:43:36.128758: 5143
2026-02-07 15:43:37.129322: 5143
2026-02-07 15:43:38.130488: 5143
2026-02-07 15:43:39.131654: 5098
2026-02-07 15:43:40.132827: 5170
2026-02-07 15:43:41.133252: 5107
2026-02-07 15:43:42.134399: 4999
2026-02-07 15:43:43.135550: 5062
2026-02-07 15:43:44.136728: 5098
2026-02-07 15:43:45.137310: 5143
2026-02-07 15:43:46.138477: 5134
2026-02-07 15:43:47.139724: 5143
2026-02-07 15:43:48.140865: 5008
2026-02-07 15:43:49.141251: 5143
2026-02-07 15:43:50.142398: 5134
2026-02-07 15:43:51.143568: 5134
2026-02-07 15:43:52.144718: 5107
2026-02-07 15:43:53.145267: 5179
2026-02-07 15:43:54.146426: 5134
2026-02-07 15:43:55.147602: 4972
2026-02-07 15:43:56.148836: 5107
2026-02-07 15:43:57.149253: 5107
2026-02-07 15:43:58.150471: 5179
2026-02-07 15:43:59.151605: 5107
2026-02-07 15:44:00.152757: 5179
2026-02-07 15:44:01.153313: 5107
2026-02-07 15:44:02.154488: 5035
2026-02-07 15:44:03.155709: 5134
2026-02-07 15:44:04.156840: 5206
2026-02-07 15:44:05.157303: 5170
2026-02-07 15:44:06.158489: 5196
2026-02-07 15:44:07.159622: 5196
2026-02-07 15:44:08.160758: 5206
2026-02-07 15:44:09.161249: 5206
2026-02-07 15:44:10.162413: 5206
2026-02-07 15:44:11.163542: 5170
2026-02-07 15:44:12.164667: 5196
2026-02-07 15:44:13.165296: 5196
2026-02-07 15:44:14.166418: 5206
2026-02-07 15:44:15.167542: 5143
2026-02-07 15:44:16.168667: 5206
2026-02-07 15:44:17.169290: 5196
2026-02-07 15:44:18.170424: 5206
2026-02-07 15:44:19.171559: 5196
2026-02-07 15:44:20.172687: 5196
2026-02-07 15:44:21.173248: 5196
2026-02-07 15:44:22.174367: 5241
2026-02-07 15:44:23.175500: 5196
2026-02-07 15:44:24.176623: 5196
2026-02-07 15:44:25.177236: 5206
2026-02-07 15:44:26.178359: 5206
2026-02-07 15:44:27.179485: 5206
2026-02-07 15:44:28.180646: 5196
2026-02-07 15:44:29.181248: 5241
2026-02-07 15:44:30.182438: 5196
2026-02-07 15:44:31.183572: 5196
2026-02-07 15:44:32.184697: 5206
2026-02-07 15:44:33.185239: 5196
2026-02-07 15:44:34.186404: 5206
2026-02-07 15:44:35.187595: 5196
2026-02-07 15:44:36.188727: 5196
2026-02-07 15:44:37.189300: 5196
2026-02-07 15:44:38.190439: 5170
2026-02-07 15:44:39.191581: 5196
2026-02-07 15:44:40.192703: 5196
2026-02-07 15:44:41.193238: 5196
2026-02-07 15:44:42.194411: 5196
2026-02-07 15:44:43.195613: 5206
2026-02-07 15:44:44.196752: 5196
2026-02-07 15:44:45.197312: 5196
2026-02-07 15:44:46.198448: 5206
2026-02-07 15:44:47.199576: 5206
2026-02-07 15:44:48.200706: 5196
2026-02-07 15:44:49.201257: 5107
2026-02-07 15:44:50.202379: 5196
2026-02-07 15:44:51.203505: 5206
2026-02-07 15:44:52.204687: 5206
2026-02-07 15:44:53.205347: 5160
2026-02-07 15:44:54.206508: 5143
2026-02-07 15:44:55.207746: 5098
2026-02-07 15:44:56.208969: 5134
2026-02-07 15:44:57.209284: 5071
2026-02-07 15:44:58.210451: 5098
2026-02-07 15:44:59.211593: 5107
2026-02-07 15:45:00.212770: 5125
2026-02-07 15:45:01.213325: 5107
2026-02-07 15:45:02.214550: 5107
2026-02-07 15:45:03.215695: 5107
2026-02-07 15:45:04.216841: 5134
2026-02-07 15:45:05.217249: 5143
2026-02-07 15:45:06.218403: 5098
2026-02-07 15:45:07.219604: 5098
2026-02-07 15:45:08.220832: 5143
2026-02-07 15:45:09.221324: 5098
2026-02-07 15:45:10.222479: 5170
2026-02-07 15:45:11.223633: 5134
2026-02-07 15:45:12.224875: 5170
2026-02-07 15:45:13.225291: 5107
2026-02-07 15:45:14.226452: 5107
2026-02-07 15:45:15.227702: 5098
2026-02-07 15:45:16.228921: 5134
2026-02-07 15:45:17.229277: 5107
2026-02-07 15:45:18.230502: 5170
2026-02-07 15:45:19.231708: 5035
2026-02-07 15:45:20.232927: 5098
2026-02-07 15:45:21.233294: 5107
2026-02-07 15:45:22.234438: 4990
2026-02-07 15:45:23.235615: 5062
2026-02-07 15:45:24.236761: 5107
2026-02-07 15:45:25.237262: 5170
2026-02-07 15:45:26.238430: 5170
2026-02-07 15:45:27.239565: 5134
2026-02-07 15:45:28.240723: 5143
2026-02-07 15:45:29.241249: 5107
2026-02-07 15:45:30.242397: 5134
2026-02-07 15:45:31.243599: 5071
2026-02-07 15:45:32.244812: 5134
2026-02-07 15:45:33.245294: 5134
2026-02-07 15:45:34.246448: 5098
2026-02-07 15:45:35.247645: 5062
2026-02-07 15:45:36.248778: 5134
2026-02-07 15:45:37.249290: 5170
2026-02-07 15:45:38.250444: 5098
2026-02-07 15:45:39.251615: 5071
2026-02-07 15:45:40.252822: 5170
2026-02-07 15:45:41.253300: 5134
2026-02-07 15:45:42.254443: 5098
2026-02-07 15:45:43.255599: 5170
2026-02-07 15:45:44.256843: 5071
2026-02-07 15:45:45.257239: 4290
2026-02-07 15:45:46.258402: 5160
2026-02-07 15:45:47.259537: 5196
2026-02-07 15:45:48.260663: 5232
2026-02-07 15:45:49.261273: 5160
2026-02-07 15:45:50.262411: 5196
2026-02-07 15:45:51.263534: 5232
2026-02-07 15:45:52.264654: 5196
2026-02-07 15:45:53.265238: 5196
2026-02-07 15:45:54.266357: 5196
2026-02-07 15:45:55.267553: 5196
2026-02-07 15:45:56.268675: 5196
2026-02-07 15:45:57.269233: 5196
2026-02-07 15:45:58.270358: 5206
2026-02-07 15:45:59.271488: 5170
2026-02-07 15:46:00.272617: 5196
2026-02-07 15:46:01.273237: 5196
2026-02-07 15:46:02.274359: 5196
2026-02-07 15:46:03.275526: 5196
2026-02-07 15:46:04.276693: 5196
2026-02-07 15:46:05.277248: 5196
2026-02-07 15:46:06.278373: 5206
2026-02-07 15:46:07.279501: 5196
2026-02-07 15:46:08.280627: 5196
2026-02-07 15:46:09.281295: 5170
2026-02-07 15:46:10.282493: 5196
2026-02-07 15:46:11.283645: 5232
2026-02-07 15:46:12.284854: 5196
2026-02-07 15:46:13.285246: 5196
2026-02-07 15:46:14.286444: 5206
2026-02-07 15:46:15.287576: 5196
2026-02-07 15:46:16.288701: 5160
2026-02-07 15:46:17.289238: 5196
2026-02-07 15:46:18.290428: 5196
2026-02-07 15:46:19.291563: 5232
2026-02-07 15:46:20.292745: 5206
2026-02-07 15:46:21.293296: 5160
2026-02-07 15:46:22.294415: 5206
2026-02-07 15:46:23.295615: 5196
2026-02-07 15:46:24.296829: 5196
2026-02-07 15:46:25.297275: 5196
2026-02-07 15:46:26.298436: 5196
2026-02-07 15:46:27.299569: 5206
2026-02-07 15:46:28.300724: 5196
2026-02-07 15:46:29.301234: 5196
2026-02-07 15:46:30.302355: 5196
2026-02-07 15:46:31.303477: 5160
2026-02-07 15:46:32.304607: 5196
2026-02-07 15:46:33.305240: 5196
2026-02-07 15:46:34.306430: 5196
2026-02-07 15:46:35.307579: 5196
2026-02-07 15:46:36.308723: 5206
2026-02-07 15:46:37.309312: 5170
2026-02-07 15:46:38.310514: 5107
2026-02-07 15:46:39.311697: 5107
2026-02-07 15:46:40.312866: 5071
2026-02-07 15:46:41.313259: 5134
2026-02-07 15:46:42.314418: 5071
2026-02-07 15:46:43.315644: 5098
2026-02-07 15:46:44.316848: 5179
2026-02-07 15:46:45.317249: 5170
2026-02-07 15:46:46.318393: 5098
2026-02-07 15:46:47.319533: 5071
2026-02-07 15:46:48.320683: 5143
2026-02-07 15:46:49.321338: 5179
2026-02-07 15:46:50.322492: 5143
2026-02-07 15:46:51.323707: 5080
2026-02-07 15:46:52.324923: 5170
2026-02-07 15:46:53.325253: 5107
2026-02-07 15:46:54.326427: 5107
2026-02-07 15:46:55.327643: 5143
2026-02-07 15:46:56.328827: 5143
2026-02-07 15:46:57.329296: 5170
2026-02-07 15:46:58.330526: 5071
2026-02-07 15:46:59.331714: 5071
2026-02-07 15:47:00.332937: 5098
2026-02-07 15:47:01.333276: 5143
2026-02-07 15:47:02.334441: 5107
2026-02-07 15:47:03.335592: 5116
2026-02-07 15:47:04.336819: 5044
2026-02-07 15:47:05.337321: 5071
2026-02-07 15:47:06.338461: 5008
2026-02-07 15:47:07.339602: 5071
2026-02-07 15:47:08.340831: 5179
2026-02-07 15:47:09.341264: 5107
2026-02-07 15:47:10.342426: 5143
2026-02-07 15:47:11.343585: 5071
2026-02-07 15:47:12.344737: 5107
2026-02-07 15:47:13.345257: 5107
2026-02-07 15:47:14.346443: 5107
2026-02-07 15:47:15.347609: 5107
2026-02-07 15:47:16.348837: 5044
2026-02-07 15:47:17.349250: 4999
2026-02-07 15:47:18.350399: 5116
2026-02-07 15:47:19.351576: 5080
2026-02-07 15:47:20.352708: 5143
2026-02-07 15:47:21.353259: 4999
2026-02-07 15:47:22.354434: 5071
2026-02-07 15:47:23.355645: 5035
2026-02-07 15:47:24.356807: 5008
2026-02-07 15:47:25.357265: 5071
2026-02-07 15:47:26.358413: 5107
2026-02-07 15:47:27.359548: 5107
2026-02-07 15:47:28.360725: 5107
2026-02-07 15:47:29.361255: 5080
2026-02-07 15:47:30.362413: 5215
2026-02-07 15:47:31.363564: 5143
2026-02-07 15:47:32.364732: 5196
2026-02-07 15:47:33.365305: 5196
2026-02-07 15:47:34.366502: 5232
2026-02-07 15:47:35.367644: 5134
2026-02-07 15:47:36.368782: 5196
2026-02-07 15:47:37.369240: 5196
2026-02-07 15:47:38.370361: 5196
2026-02-07 15:47:39.371562: 5170
2026-02-07 15:47:40.372698: 5206
2026-02-07 15:47:41.373253: 5196
2026-02-07 15:47:42.374383: 5196
2026-02-07 15:47:43.375505: 5196
2026-02-07 15:47:44.376648: 5196
2026-02-07 15:47:45.377276: 5232
2026-02-07 15:47:46.378396: 5196
2026-02-07 15:47:47.379543: 5196
2026-02-07 15:47:48.380742: 5206
2026-02-07 15:47:49.381288: 5196
2026-02-07 15:47:50.382415: 5196
2026-02-07 15:47:51.383540: 5196
2026-02-07 15:47:52.384679: 5196
2026-02-07 15:47:53.385293: 5196
2026-02-07 15:47:54.386488: 5196
2026-02-07 15:47:55.387624: 5232
2026-02-07 15:47:56.388789: 5196
2026-02-07 15:47:57.389244: 5206
2026-02-07 15:47:58.390416: 5196
2026-02-07 15:47:59.391608: 5196
2026-02-07 15:48:00.392809: 5196
2026-02-07 15:48:01.393316: 5206
2026-02-07 15:48:02.394453: 5206
2026-02-07 15:48:03.395599: 5170
2026-02-07 15:48:04.396716: 5196
2026-02-07 15:48:05.397237: 5196
2026-02-07 15:48:06.398360: 5196
2026-02-07 15:48:07.399545: 5196
2026-02-07 15:48:08.400682: 5196
2026-02-07 15:48:09.401317: 5196
2026-02-07 15:48:10.402467: 5196
2026-02-07 15:48:11.403613: 5196
2026-02-07 15:48:12.404821: 5196
2026-02-07 15:48:13.405238: 5196
2026-02-07 15:48:14.406404: 5196
2026-02-07 15:48:15.407558: 5196
2026-02-07 15:48:16.408682: 5206
2026-02-07 15:48:17.409243: 5196
2026-02-07 15:48:18.410408: 5196
2026-02-07 15:48:19.411545: 5196
2026-02-07 15:48:20.412738: 5232
2026-02-07 15:48:21.413255: 5107
2026-02-07 15:48:22.414446: 5044
2026-02-07 15:48:23.415602: 5035
2026-02-07 15:48:24.416746: 5107
2026-02-07 15:48:25.417323: 5143
2026-02-07 15:48:26.418482: 5071
2026-02-07 15:48:27.419650: 5107
2026-02-07 15:48:28.420884: 5107
2026-02-07 15:48:29.421296: 5107
2026-02-07 15:48:30.422469: 5107
2026-02-07 15:48:31.423665: 5116
2026-02-07 15:48:32.424881: 5071
2026-02-07 15:48:33.425255: 5098
2026-02-07 15:48:34.426399: 5143
2026-02-07 15:48:35.427560: 5098
2026-02-07 15:48:36.428766: 5035
2026-02-07 15:48:37.429330: 5143
2026-02-07 15:48:38.430475: 5143
2026-02-07 15:48:39.431657: 5071
2026-02-07 15:48:40.432815: 5143
2026-02-07 15:48:41.433269: 5107
2026-02-07 15:48:42.434426: 5080
2026-02-07 15:48:43.435579: 5071
2026-02-07 15:48:44.436803: 5035
2026-02-07 15:48:45.437318: 5107
2026-02-07 15:48:46.438465: 5143
2026-02-07 15:48:47.439687: 5107
2026-02-07 15:48:48.440841: 5134
2026-02-07 15:48:49.441350: 5143
2026-02-07 15:48:50.442568: 5080
2026-02-07 15:48:51.443727: 5107
2026-02-07 15:48:52.444876: 5107
2026-02-07 15:48:53.445334: 5179
2026-02-07 15:48:54.446527: 5143
2026-02-07 15:48:55.447766: 5107
2026-02-07 15:48:56.448919: 5107
2026-02-07 15:48:57.449332: 5071
2026-02-07 15:48:58.450485: 5035
2026-02-07 15:48:59.451649: 5143
2026-02-07 15:49:00.452874: 5107
2026-02-07 15:49:01.453273: 5071
2026-02-07 15:49:02.454431: 5134
2026-02-07 15:49:03.455594: 5143
2026-02-07 15:49:04.456747: 5143
2026-02-07 15:49:05.457338: 5071
2026-02-07 15:49:06.458489: 5134
2026-02-07 15:49:07.459719: 5170
2026-02-07 15:49:08.460927: 5179
2026-02-07 15:49:09.461332: 5071
2026-02-07 15:49:10.462525: 5107
2026-02-07 15:49:11.463676: 5044
2026-02-07 15:49:12.464816: 5143
2026-02-07 15:49:13.465332: 5044
2026-02-07 15:49:14.466500: 5071
2026-02-07 15:49:15.467649: 5044
2026-02-07 15:49:16.468877: 5107
2026-02-07 15:49:17.469229: 5196
2026-02-07 15:49:18.470361: 5196
2026-02-07 15:49:19.471503: 5196
2026-02-07 15:49:20.472698: 5196
2026-02-07 15:49:21.473243: 5232
2026-02-07 15:49:22.474434: 5134
2026-02-07 15:49:23.475564: 5196
2026-02-07 15:49:24.476690: 5196
2026-02-07 15:49:25.477255: 5232
2026-02-07 15:49:26.478463: 5196
2026-02-07 15:49:27.479657: 5206
2026-02-07 15:49:28.480780: 5170
2026-02-07 15:49:29.481233: 5196
2026-02-07 15:49:30.482401: 5170
2026-02-07 15:49:31.483523: 5196
2026-02-07 15:49:32.484650: 5232
2026-02-07 15:49:33.485296: 5196
2026-02-07 15:49:34.486479: 5196
2026-02-07 15:49:35.487608: 5134
2026-02-07 15:49:36.488772: 5196
2026-02-07 15:49:37.489309: 5206
2026-02-07 15:49:38.490455: 5206
2026-02-07 15:49:39.491600: 5196
2026-02-07 15:49:40.492764: 5206
2026-02-07 15:49:41.493237: 5232
2026-02-07 15:49:42.494428: 5232
2026-02-07 15:49:43.495562: 5170
2026-02-07 15:49:44.496757: 5196
2026-02-07 15:49:45.497244: 5196
2026-02-07 15:49:46.498366: 5196
2026-02-07 15:49:47.499492: 5196
2026-02-07 15:49:48.500618: 5206
2026-02-07 15:49:49.501238: 5196
2026-02-07 15:49:50.502361: 5196
2026-02-07 15:49:51.503486: 5196
2026-02-07 15:49:52.504611: 5196
2026-02-07 15:49:53.505240: 5206
2026-02-07 15:49:54.506429: 5206
2026-02-07 15:49:55.507632: 5196
2026-02-07 15:49:56.508778: 5170
2026-02-07 15:49:57.509243: 5232
2026-02-07 15:49:58.510366: 5196
2026-02-07 15:49:59.511533: 5196
2026-02-07 15:50:00.512747: 5196
2026-02-07 15:50:01.513239: 5170
2026-02-07 15:50:02.514359: 5196
2026-02-07 15:50:03.515481: 5206
2026-02-07 15:50:04.516637: 5196
2026-02-07 15:50:05.517242: 5196
2026-02-07 15:50:06.518364: 5196
2026-02-07 15:50:07.519565: 5196
2026-02-07 15:50:08.520755: 5071
2026-02-07 15:50:09.521282: 5107
2026-02-07 15:50:10.522458: 5107
2026-02-07 15:50:11.523615: 5080
2026-02-07 15:50:12.524764: 5071
2026-02-07 15:50:13.525253: 5107
2026-02-07 15:50:14.526422: 5044
2026-02-07 15:50:15.527557: 5035
2026-02-07 15:50:16.528694: 5035
2026-02-07 15:50:17.529311: 5107
2026-02-07 15:50:18.530451: 5080
2026-02-07 15:50:19.531639: 5035
2026-02-07 15:50:20.532783: 5035
2026-02-07 15:50:21.533260: 5044
2026-02-07 15:50:22.534453: 5071
2026-02-07 15:50:23.535599: 5008
2026-02-07 15:50:24.536824: 5080
2026-02-07 15:50:25.537282: 4999
2026-02-07 15:50:26.538454: 5071
2026-02-07 15:50:27.539659: 5008
2026-02-07 15:50:28.540826: 5080
2026-02-07 15:50:29.541262: 4999
2026-02-07 15:50:30.542434: 5008
2026-02-07 15:50:31.543596: 5044
2026-02-07 15:50:32.544736: 5044
2026-02-07 15:50:33.545249: 4945
2026-02-07 15:50:34.546389: 5008
2026-02-07 15:50:35.547529: 5071
2026-02-07 15:50:36.548678: 5044
2026-02-07 15:50:37.549252: 5098
2026-02-07 15:50:38.550458: 5008
2026-02-07 15:50:39.551611: 5107
2026-02-07 15:50:40.552839: 5008
2026-02-07 15:50:41.553329: 5152
2026-02-07 15:50:42.554482: 5107
2026-02-07 15:50:43.555702: 4909
2026-02-07 15:50:44.556910: 5035
2026-02-07 15:50:45.557254: 5071
2026-02-07 15:50:46.558462: 5071
2026-02-07 15:50:47.559615: 5071
2026-02-07 15:50:48.560755: 5071
2026-02-07 15:50:49.561287: 4845
2026-02-07 15:50:50.562427: 5044
2026-02-07 15:50:51.563651: 5071
2026-02-07 15:50:52.564838: 4972
2026-02-07 15:50:53.565243: 5080
2026-02-07 15:50:54.566452: 5044
2026-02-07 15:50:55.567619: 5143
2026-02-07 15:50:56.568760: 5035
2026-02-07 15:50:57.569338: 5044
2026-02-07 15:50:58.570499: 5035
2026-02-07 15:50:59.571733: 5080
2026-02-07 15:51:00.572961: 5206
2026-02-07 15:51:01.573288: 5071
2026-02-07 15:51:02.574452: 5107
2026-02-07 15:51:03.575682: 5143
2026-02-07 15:51:04.576918: 5071
2026-02-07 15:51:05.577242: 4290
2026-02-07 15:51:06.578369: 5206
2026-02-07 15:51:07.579494: 5206
2026-02-07 15:51:08.580666: 5196
2026-02-07 15:51:09.581772: 5196
2026-02-07 15:51:10.582899: 5196
2026-02-07 15:51:11.584027: 5232
2026-02-07 15:51:12.585238: 5206
2026-02-07 15:51:13.586449: 5196
2026-02-07 15:51:14.587586: 5196
2026-02-07 15:51:15.588784: 5232
2026-02-07 15:51:16.589236: 5196
2026-02-07 15:51:17.590362: 5170
2026-02-07 15:51:18.591492: 5232
2026-02-07 15:51:19.592621: 5206
2026-02-07 15:51:20.593237: 5206
2026-02-07 15:51:21.594360: 5206
2026-02-07 15:51:22.595499: 5196
2026-02-07 15:51:23.596697: 5232
2026-02-07 15:51:24.597237: 5241
2026-02-07 15:51:25.598354: 5196
2026-02-07 15:51:26.599477: 5170
2026-02-07 15:51:27.600601: 5196
2026-02-07 15:51:28.601301: 5206
2026-02-07 15:51:29.602462: 5196
2026-02-07 15:51:30.603602: 5196
2026-02-07 15:51:31.604798: 5196
2026-02-07 15:51:32.605240: 5160
2026-02-07 15:51:33.606364: 5196
2026-02-07 15:51:34.607488: 5160
2026-02-07 15:51:35.608613: 5160
2026-02-07 15:51:36.609237: 5196
2026-02-07 15:51:37.610362: 5196
2026-02-07 15:51:38.611506: 5196
2026-02-07 15:51:39.612639: 5206
2026-02-07 15:51:40.613293: 5206
2026-02-07 15:51:41.614437: 5241
2026-02-07 15:51:42.615604: 5196
2026-02-07 15:51:43.616743: 5160
2026-02-07 15:51:44.617231: 5196
2026-02-07 15:51:45.618349: 5170
2026-02-07 15:51:46.619516: 5206
2026-02-07 15:51:47.620664: 5206
2026-02-07 15:51:48.621242: 5196
2026-02-07 15:51:49.622376: 5206
2026-02-07 15:51:50.623548: 5206
2026-02-07 15:51:51.624754: 5196
2026-02-07 15:51:52.625235: 5206
2026-02-07 15:51:53.626429: 5196
2026-02-07 15:51:54.627559: 5232
2026-02-07 15:51:55.628701: 5196
2026-02-07 15:51:56.629238: 5160
2026-02-07 15:51:57.630363: 5206
2026-02-07 15:51:58.631491: 5196
2026-02-07 15:51:59.632668: 5196
2026-02-07 15:52:00.633232: 5196
2026-02-07 15:52:01.634430: 5196
2026-02-07 15:52:02.635619: 5196
2026-02-07 15:52:03.636815: 5196
2026-02-07 15:52:04.637240: 5170
2026-02-07 15:52:05.638370: 5196
2026-02-07 15:52:06.639494: 5196
2026-02-07 15:52:07.640624: 5196
2026-02-07 15:52:08.641304: 5196
2026-02-07 15:52:09.642436: 5196
2026-02-07 15:52:10.643566: 5196
2026-02-07 15:52:11.644697: 5196
2026-02-07 15:52:12.645238: 5196
2026-02-07 15:52:13.646359: 5196
