nohup: ignoring input
Starting Power Logger...
2026-02-07 12:41:55.808710: 5232
2026-02-07 12:41:56.809237: 5232
2026-02-07 12:41:57.810358: 5241
2026-02-07 12:41:58.811533: 5232
2026-02-07 12:41:59.812656: 5232
2026-02-07 12:42:00.813239: 5232
2026-02-07 12:42:01.814368: 5232
2026-02-07 12:42:02.815496: 5232
2026-02-07 12:42:03.816623: 5232
2026-02-07 12:42:04.818600: 5232
2026-02-07 12:42:05.820532: 2517
2026-02-07 12:42:06.822507: 2517
2026-02-07 12:42:07.824782: 2517
2026-02-07 12:42:08.826578: 2517
2026-02-07 12:42:09.828508: 2517
2026-02-07 12:42:10.830474: 2770
2026-02-07 12:42:11.832392: 2517
2026-02-07 12:42:12.834520: 2479
2026-02-07 12:42:13.836501: 2517
2026-02-07 12:42:14.838479: 2479
2026-02-07 12:42:15.840452: 2483
2026-02-07 12:42:16.842589: 2517
2026-02-07 12:42:17.844201: 2517
2026-02-07 12:42:18.846181: 2517
2026-02-07 12:42:19.848150: 2479
2026-02-07 12:42:20.850271: 2479
2026-02-07 12:42:21.852242: 2517
2026-02-07 12:42:22.854205: 2483
2026-02-07 12:42:23.856133: 2479
2026-02-07 12:42:24.858146: 2445
2026-02-07 12:42:25.860137: 2479
2026-02-07 12:42:26.862078: 2517
2026-02-07 12:42:27.864025: 2483
2026-02-07 12:42:28.865957: 2483
2026-02-07 12:42:29.867849: 2479
2026-02-07 12:42:30.870086: 2483
2026-02-07 12:42:31.872002: 2517
2026-02-07 12:42:32.874027: 2483
2026-02-07 12:42:33.876146: 2483
2026-02-07 12:42:34.878141: 2483
2026-02-07 12:42:35.880114: 2517
2026-02-07 12:42:36.882087: 2517
2026-02-07 12:42:37.884048: 2483
2026-02-07 12:42:38.886031: 2483
2026-02-07 12:42:39.888018: 2479
2026-02-07 12:42:40.889996: 2483
2026-02-07 12:42:41.892008: 2521
2026-02-07 12:42:42.894173: 2517
2026-02-07 12:42:43.896080: 2483
2026-02-07 12:42:44.897305: 2483
2026-02-07 12:42:45.898436: 5241
2026-02-07 12:42:46.899598: 5241
2026-02-07 12:42:47.900733: 5268
2026-02-07 12:42:48.901259: 5241
2026-02-07 12:42:49.902384: 5232
2026-02-07 12:42:50.903527: 5232
2026-02-07 12:42:51.904700: 5241
2026-02-07 12:42:52.905260: 5170
2026-02-07 12:42:53.906419: 5206
2026-02-07 12:42:54.907546: 5179
2026-02-07 12:42:55.908673: 4945
2026-02-07 12:42:56.909313: 5152
2026-02-07 12:42:57.910463: 5206
2026-02-07 12:42:58.911613: 5206
2026-02-07 12:42:59.912807: 5206
2026-02-07 12:43:00.913307: 5241
2026-02-07 12:43:01.914446: 5206
2026-02-07 12:43:02.915651: 5241
2026-02-07 12:43:03.916846: 5277
2026-02-07 12:43:04.917258: 5232
2026-02-07 12:43:05.918401: 5206
2026-02-07 12:43:06.919615: 5170
2026-02-07 12:43:07.920764: 5143
2026-02-07 12:43:08.921340: 5206
2026-02-07 12:43:09.922488: 5179
2026-02-07 12:43:10.923647: 5170
2026-02-07 12:43:11.924851: 5215
2026-02-07 12:43:12.925316: 5098
2026-02-07 12:43:13.926517: 5107
2026-02-07 12:43:14.927667: 5134
2026-02-07 12:43:15.928907: 5107
2026-02-07 12:43:16.929326: 5107
2026-02-07 12:43:17.930472: 5215
2026-02-07 12:43:18.931666: 5170
2026-02-07 12:43:19.932816: 5206
2026-02-07 12:43:20.933258: 5241
2026-02-07 12:43:21.934443: 5179
2026-02-07 12:43:22.935669: 5179
2026-02-07 12:43:23.936867: 5170
2026-02-07 12:43:24.937378: 5170
2026-02-07 12:43:25.938601: 5179
2026-02-07 12:43:26.939819: 5170
2026-02-07 12:43:27.940962: 5206
2026-02-07 12:43:28.941259: 5170
2026-02-07 12:43:29.942441: 5170
2026-02-07 12:43:30.943669: 5170
2026-02-07 12:43:31.944818: 5170
2026-02-07 12:43:32.945259: 5134
2026-02-07 12:43:33.946409: 4945
2026-02-07 12:43:34.947647: 5179
2026-02-07 12:43:35.948845: 5143
2026-02-07 12:43:36.949308: 5215
2026-02-07 12:43:37.950467: 5071
2026-02-07 12:43:38.951687: 5143
2026-02-07 12:43:39.952906: 5107
2026-02-07 12:43:40.953239: 4421
2026-02-07 12:43:41.954363: 5241
2026-02-07 12:43:42.955556: 5232
2026-02-07 12:43:43.956679: 5241
2026-02-07 12:43:44.957239: 5277
2026-02-07 12:43:45.958363: 5170
2026-02-07 12:43:46.959545: 5206
2026-02-07 12:43:47.960677: 5232
2026-02-07 12:43:48.961237: 5206
2026-02-07 12:43:49.962358: 5196
2026-02-07 12:43:50.963486: 5241
2026-02-07 12:43:51.964614: 5241
2026-02-07 12:43:52.965237: 5241
2026-02-07 12:43:53.966404: 5196
2026-02-07 12:43:54.967578: 5232
2026-02-07 12:43:55.968727: 5241
2026-02-07 12:43:56.969257: 5206
2026-02-07 12:43:57.970417: 5251
2026-02-07 12:43:58.971634: 5179
2026-02-07 12:43:59.972852: 5206
2026-02-07 12:44:00.973324: 5206
2026-02-07 12:44:01.974468: 5170
2026-02-07 12:44:02.975647: 5134
2026-02-07 12:44:03.976800: 5170
2026-02-07 12:44:04.977252: 5143
2026-02-07 12:44:05.978409: 5071
2026-02-07 12:44:06.979578: 5179
2026-02-07 12:44:07.980774: 5170
2026-02-07 12:44:08.981279: 5206
2026-02-07 12:44:09.982406: 5044
2026-02-07 12:44:10.983593: 5134
2026-02-07 12:44:11.984739: 5134
2026-02-07 12:44:12.985260: 5134
2026-02-07 12:44:13.986463: 5098
2026-02-07 12:44:14.987667: 5179
2026-02-07 12:44:15.988848: 5107
2026-02-07 12:44:16.989250: 5170
2026-02-07 12:44:17.990453: 5170
2026-02-07 12:44:18.991649: 5206
2026-02-07 12:44:19.992808: 5170
2026-02-07 12:44:20.993276: 5107
2026-02-07 12:44:21.994417: 5251
2026-02-07 12:44:22.995587: 5206
2026-02-07 12:44:23.996760: 5215
2026-02-07 12:44:24.997299: 5143
2026-02-07 12:44:25.998462: 5143
2026-02-07 12:44:26.999651: 5143
2026-02-07 12:44:28.000830: 5143
2026-02-07 12:44:29.001258: 5071
2026-02-07 12:44:30.002478: 5107
2026-02-07 12:44:31.003679: 5107
2026-02-07 12:44:32.004893: 5134
2026-02-07 12:44:33.005260: 5098
2026-02-07 12:44:34.006424: 5143
2026-02-07 12:44:35.007638: 5215
2026-02-07 12:44:36.008780: 5170
2026-02-07 12:44:37.009288: 5170
2026-02-07 12:44:38.010441: 5143
2026-02-07 12:44:39.011590: 5179
2026-02-07 12:44:40.012812: 5071
2026-02-07 12:44:41.013314: 5215
2026-02-07 12:44:42.014501: 5107
2026-02-07 12:44:43.015670: 5143
2026-02-07 12:44:44.016894: 5179
2026-02-07 12:44:45.017248: 4224
2026-02-07 12:44:46.018393: 5241
2026-02-07 12:44:47.019530: 5232
2026-02-07 12:44:48.020703: 5241
2026-02-07 12:44:49.021241: 5268
2026-02-07 12:44:50.022434: 5232
2026-02-07 12:44:51.023559: 5232
2026-02-07 12:44:52.024765: 5232
2026-02-07 12:44:53.025257: 5196
2026-02-07 12:44:54.026397: 5232
2026-02-07 12:44:55.027564: 5232
2026-02-07 12:44:56.028771: 5232
2026-02-07 12:44:57.029255: 5232
2026-02-07 12:44:58.030395: 5232
2026-02-07 12:44:59.031517: 5232
2026-02-07 12:45:00.032698: 5232
2026-02-07 12:45:01.033238: 5241
2026-02-07 12:45:02.034362: 5232
2026-02-07 12:45:03.035486: 5241
2026-02-07 12:45:04.036645: 5232
2026-02-07 12:45:05.037285: 5277
2026-02-07 12:45:06.038407: 5206
2026-02-07 12:45:07.039576: 5232
2026-02-07 12:45:08.040700: 5232
2026-02-07 12:45:09.041321: 5232
2026-02-07 12:45:10.042461: 5232
2026-02-07 12:45:11.043643: 5232
2026-02-07 12:45:12.044830: 5241
2026-02-07 12:45:13.045236: 5232
2026-02-07 12:45:14.046355: 5232
2026-02-07 12:45:15.047527: 5206
2026-02-07 12:45:16.048665: 5277
2026-02-07 12:45:17.049310: 5241
2026-02-07 12:45:18.050437: 5268
2026-02-07 12:45:19.051626: 5232
2026-02-07 12:45:20.052748: 5241
2026-02-07 12:45:21.053298: 5268
2026-02-07 12:45:22.054480: 5241
2026-02-07 12:45:23.055622: 5196
2026-02-07 12:45:24.056808: 5232
2026-02-07 12:45:25.057243: 5232
2026-02-07 12:45:26.058437: 5232
2026-02-07 12:45:27.059660: 5206
2026-02-07 12:45:28.060804: 5268
2026-02-07 12:45:29.061234: 5196
2026-02-07 12:45:30.062369: 5232
2026-02-07 12:45:31.063515: 5232
2026-02-07 12:45:32.064640: 5241
2026-02-07 12:45:33.065319: 5196
2026-02-07 12:45:34.066026: 5170
2026-02-07 12:45:35.069646: 5170
2026-02-07 12:45:36.073555: 5241
2026-02-07 12:45:37.077464: 5206
2026-02-07 12:45:38.081826: 5143
2026-02-07 12:45:39.085742: 5206
2026-02-07 12:45:40.089754: 5206
2026-02-07 12:45:41.093301: 5170
2026-02-07 12:45:42.097466: 5170
2026-02-07 12:45:43.102007: 5170
2026-02-07 12:45:44.106019: 5170
2026-02-07 12:45:45.109372: 5241
2026-02-07 12:45:46.113911: 5215
2026-02-07 12:45:47.117746: 5241
2026-02-07 12:45:48.121479: 5143
2026-02-07 12:45:49.125606: 5170
2026-02-07 12:45:50.129946: 5170
2026-02-07 12:45:51.133515: 5170
2026-02-07 12:45:52.137620: 5215
2026-02-07 12:45:53.138768: 5170
2026-02-07 12:45:54.139923: 5206
2026-02-07 12:45:55.141070: 5206
2026-02-07 12:45:56.141313: 5206
2026-02-07 12:45:57.142508: 5170
2026-02-07 12:45:58.143676: 5206
2026-02-07 12:45:59.144902: 5143
2026-02-07 12:46:00.145231: 5044
2026-02-07 12:46:01.146382: 5170
2026-02-07 12:46:02.147586: 5098
2026-02-07 12:46:03.148735: 5107
2026-02-07 12:46:04.149348: 5170
2026-02-07 12:46:05.150501: 5035
2026-02-07 12:46:06.151724: 5143
2026-02-07 12:46:07.152877: 5206
2026-02-07 12:46:08.153252: 5143
2026-02-07 12:46:09.154445: 5170
2026-02-07 12:46:10.155686: 5170
2026-02-07 12:46:11.156828: 5143
2026-02-07 12:46:12.157944: 5206
2026-02-07 12:46:13.159160: 5143
2026-02-07 12:46:14.160340: 5241
2026-02-07 12:46:15.161344: 5170
2026-02-07 12:46:16.162504: 5107
2026-02-07 12:46:17.163662: 5143
2026-02-07 12:46:18.164835: 5215
2026-02-07 12:46:19.165289: 5107
2026-02-07 12:46:20.166448: 5080
2026-02-07 12:46:21.167689: 5143
2026-02-07 12:46:22.168917: 5143
2026-02-07 12:46:23.169258: 5206
2026-02-07 12:46:24.170430: 5143
2026-02-07 12:46:25.171617: 5241
2026-02-07 12:46:26.172752: 5196
2026-02-07 12:46:27.173239: 5232
2026-02-07 12:46:28.174366: 5206
2026-02-07 12:46:29.175563: 5268
2026-02-07 12:46:30.176757: 5196
2026-02-07 12:46:31.177304: 5268
2026-02-07 12:46:32.178428: 5241
2026-02-07 12:46:33.179590: 5268
2026-02-07 12:46:34.180718: 5170
2026-02-07 12:46:35.181240: 5232
2026-02-07 12:46:36.182436: 5232
2026-02-07 12:46:37.183565: 5241
2026-02-07 12:46:38.184689: 5277
2026-02-07 12:46:39.185239: 5232
2026-02-07 12:46:40.186430: 5241
2026-02-07 12:46:41.187575: 5277
2026-02-07 12:46:42.188733: 5241
2026-02-07 12:46:43.189299: 5232
2026-02-07 12:46:44.190436: 5232
2026-02-07 12:46:45.191626: 5268
2026-02-07 12:46:46.192767: 5241
2026-02-07 12:46:47.193252: 5241
2026-02-07 12:46:48.194424: 5232
2026-02-07 12:46:49.195564: 5232
2026-02-07 12:46:50.196682: 5196
2026-02-07 12:46:51.197247: 5232
2026-02-07 12:46:52.198365: 5232
2026-02-07 12:46:53.199571: 5277
2026-02-07 12:46:54.200761: 5196
2026-02-07 12:46:55.201262: 5206
2026-02-07 12:46:56.202401: 5241
2026-02-07 12:46:57.203530: 5232
2026-02-07 12:46:58.204658: 5241
2026-02-07 12:46:59.205292: 5232
2026-02-07 12:47:00.206456: 5196
2026-02-07 12:47:01.207651: 5232
2026-02-07 12:47:02.208823: 5232
2026-02-07 12:47:03.209253: 5241
2026-02-07 12:47:04.210379: 5232
2026-02-07 12:47:05.211506: 5232
2026-02-07 12:47:06.212635: 5232
2026-02-07 12:47:07.213300: 5232
2026-02-07 12:47:08.214478: 5232
2026-02-07 12:47:09.215624: 5232
2026-02-07 12:47:10.216828: 5232
2026-02-07 12:47:11.217239: 5232
2026-02-07 12:47:12.218433: 5232
2026-02-07 12:47:13.219678: 5170
2026-02-07 12:47:14.220921: 5044
2026-02-07 12:47:15.221320: 5241
2026-02-07 12:47:16.222457: 5170
2026-02-07 12:47:17.223610: 5143
2026-02-07 12:47:18.224860: 5206
2026-02-07 12:47:19.225257: 5143
2026-02-07 12:47:20.226409: 5206
2026-02-07 12:47:21.227608: 5170
2026-02-07 12:47:22.228764: 5179
2026-02-07 12:47:23.229303: 5170
2026-02-07 12:47:24.230459: 5206
2026-02-07 12:47:25.231612: 5170
2026-02-07 12:47:26.232757: 5134
2026-02-07 12:47:27.233269: 5206
2026-02-07 12:47:28.234433: 5170
2026-02-07 12:47:29.235590: 5206
2026-02-07 12:47:30.236789: 5170
2026-02-07 12:47:31.237256: 5170
2026-02-07 12:47:32.238400: 5143
2026-02-07 12:47:33.239617: 5170
2026-02-07 12:47:34.240835: 5206
2026-02-07 12:47:35.241259: 5215
2026-02-07 12:47:36.242481: 5143
2026-02-07 12:47:37.243673: 5107
2026-02-07 12:47:38.244893: 5170
2026-02-07 12:47:39.245271: 5170
2026-02-07 12:47:40.246444: 5179
2026-02-07 12:47:41.247577: 5107
2026-02-07 12:47:42.248762: 5206
2026-02-07 12:47:43.249255: 5134
2026-02-07 12:47:44.250409: 5206
2026-02-07 12:47:45.251554: 5143
2026-02-07 12:47:46.252705: 5206
2026-02-07 12:47:47.253297: 5107
2026-02-07 12:47:48.254456: 5170
2026-02-07 12:47:49.255604: 5107
2026-02-07 12:47:50.256323: 5134
2026-02-07 12:47:51.257254: 5206
2026-02-07 12:47:52.258418: 5143
2026-02-07 12:47:53.259664: 5170
2026-02-07 12:47:54.260880: 5143
2026-02-07 12:47:55.261302: 5277
2026-02-07 12:47:56.262530: 5179
2026-02-07 12:47:57.263754: 5080
2026-02-07 12:47:58.264921: 5134
2026-02-07 12:47:59.265335: 5134
2026-02-07 12:48:00.265486: 5134
2026-02-07 12:48:01.266704: 5071
2026-02-07 12:48:02.267854: 5107
2026-02-07 12:48:03.269042: 5071
2026-02-07 12:48:04.269232: 5107
2026-02-07 12:48:05.270432: 5232
2026-02-07 12:48:06.271571: 5241
2026-02-07 12:48:07.272708: 5232
2026-02-07 12:48:08.273234: 5196
2026-02-07 12:48:09.274424: 5241
2026-02-07 12:48:10.275575: 5241
2026-02-07 12:48:11.276700: 5232
2026-02-07 12:48:12.277235: 5241
2026-02-07 12:48:13.278361: 5241
2026-02-07 12:48:14.279523: 5277
2026-02-07 12:48:15.280660: 5232
2026-02-07 12:48:16.281229: 5241
2026-02-07 12:48:17.282347: 5232
2026-02-07 12:48:18.283554: 5232
2026-02-07 12:48:19.284681: 5241
2026-02-07 12:48:20.285263: 5232
2026-02-07 12:48:21.286398: 5232
2026-02-07 12:48:22.287519: 5232
2026-02-07 12:48:23.288655: 5241
2026-02-07 12:48:24.289236: 5196
2026-02-07 12:48:25.290355: 5206
2026-02-07 12:48:26.291504: 5232
2026-02-07 12:48:27.292628: 5232
2026-02-07 12:48:28.293246: 5232
2026-02-07 12:48:29.294445: 5232
2026-02-07 12:48:30.295575: 5232
2026-02-07 12:48:31.296773: 5232
2026-02-07 12:48:32.297300: 5232
2026-02-07 12:48:33.298428: 5241
2026-02-07 12:48:34.299615: 5241
2026-02-07 12:48:35.300800: 5232
2026-02-07 12:48:36.301246: 5206
2026-02-07 12:48:37.302368: 5196
2026-02-07 12:48:38.303514: 5232
2026-02-07 12:48:39.304632: 5206
2026-02-07 12:48:40.305231: 5232
2026-02-07 12:48:41.306373: 5206
2026-02-07 12:48:42.307501: 5232
2026-02-07 12:48:43.308629: 5241
2026-02-07 12:48:44.309286: 5232
2026-02-07 12:48:45.310482: 5232
2026-02-07 12:48:46.311626: 5232
2026-02-07 12:48:47.312776: 5232
2026-02-07 12:48:48.313242: 5232
2026-02-07 12:48:49.314371: 5232
2026-02-07 12:48:50.315486: 5232
2026-02-07 12:48:51.316610: 5241
2026-02-07 12:48:52.317270: 5232
2026-02-07 12:48:53.318442: 5232
2026-02-07 12:48:54.319606: 5232
2026-02-07 12:48:55.320749: 5232
2026-02-07 12:48:56.321251: 5053
2026-02-07 12:48:57.322436: 5143
2026-02-07 12:48:58.323577: 5107
2026-02-07 12:48:59.324750: 5107
2026-02-07 12:49:00.325330: 5107
2026-02-07 12:49:01.326525: 5143
2026-02-07 12:49:02.327665: 5143
2026-02-07 12:49:03.328845: 5134
2026-02-07 12:49:04.329267: 5080
2026-02-07 12:49:05.330431: 5277
2026-02-07 12:49:06.331613: 5134
2026-02-07 12:49:07.332751: 5170
2026-02-07 12:49:08.333291: 5107
2026-02-07 12:49:09.334484: 5143
2026-02-07 12:49:10.335657: 5071
2026-02-07 12:49:11.336855: 4945
2026-02-07 12:49:12.337325: 5134
2026-02-07 12:49:13.338568: 5107
2026-02-07 12:49:14.339721: 5143
2026-02-07 12:49:15.340936: 5143
2026-02-07 12:49:16.341273: 5134
2026-02-07 12:49:17.342413: 5134
2026-02-07 12:49:18.343638: 5179
2026-02-07 12:49:19.344797: 5143
2026-02-07 12:49:20.345329: 5179
2026-02-07 12:49:21.346465: 5206
2026-02-07 12:49:22.347655: 5044
2026-02-07 12:49:23.348902: 5134
2026-02-07 12:49:24.349263: 5107
2026-02-07 12:49:25.350447: 5071
2026-02-07 12:49:26.351659: 5071
2026-02-07 12:49:27.352830: 5071
2026-02-07 12:49:28.353298: 5080
2026-02-07 12:49:29.354489: 5170
2026-02-07 12:49:30.355638: 5179
2026-02-07 12:49:31.356831: 5071
2026-02-07 12:49:32.357295: 5071
2026-02-07 12:49:33.358456: 5179
2026-02-07 12:49:34.359679: 5143
2026-02-07 12:49:35.360818: 5170
2026-02-07 12:49:36.361287: 5170
2026-02-07 12:49:37.362486: 5179
2026-02-07 12:49:38.363632: 5080
2026-02-07 12:49:39.364816: 5116
2026-02-07 12:49:40.365260: 5143
2026-02-07 12:49:41.366433: 5143
2026-02-07 12:49:42.367580: 5116
2026-02-07 12:49:43.368731: 5143
2026-02-07 12:49:44.369257: 5116
2026-02-07 12:49:45.370403: 5107
2026-02-07 12:49:46.371638: 5071
2026-02-07 12:49:47.372864: 5017
2026-02-07 12:49:48.373301: 5080
2026-02-07 12:49:49.374474: 5107
2026-02-07 12:49:50.375655: 4917
2026-02-07 12:49:51.376786: 5268
2026-02-07 12:49:52.377250: 5206
2026-02-07 12:49:53.378392: 5232
2026-02-07 12:49:54.379584: 5232
2026-02-07 12:49:55.380726: 5206
2026-02-07 12:49:56.381301: 5241
2026-02-07 12:49:57.382492: 5232
2026-02-07 12:49:58.383669: 5232
2026-02-07 12:49:59.384793: 5232
2026-02-07 12:50:00.385244: 5241
2026-02-07 12:50:01.386415: 5232
2026-02-07 12:50:02.387535: 5232
2026-02-07 12:50:03.388662: 5232
2026-02-07 12:50:04.389305: 5277
2026-02-07 12:50:05.390445: 5232
2026-02-07 12:50:06.391633: 5241
2026-02-07 12:50:07.392770: 5232
2026-02-07 12:50:08.393239: 5241
2026-02-07 12:50:09.394368: 5232
2026-02-07 12:50:10.395492: 5196
2026-02-07 12:50:11.396620: 5232
2026-02-07 12:50:12.397320: 5206
2026-02-07 12:50:13.398452: 5268
2026-02-07 12:50:14.399578: 5196
2026-02-07 12:50:15.400699: 5232
2026-02-07 12:50:16.401248: 5241
2026-02-07 12:50:17.402436: 5196
2026-02-07 12:50:18.403609: 5232
2026-02-07 12:50:19.404744: 5232
2026-02-07 12:50:20.405264: 5241
2026-02-07 12:50:21.406397: 5241
2026-02-07 12:50:22.407596: 5241
2026-02-07 12:50:23.408773: 5241
2026-02-07 12:50:24.409249: 5241
2026-02-07 12:50:25.410375: 5232
2026-02-07 12:50:26.411563: 5196
2026-02-07 12:50:27.412699: 5232
2026-02-07 12:50:28.413277: 5206
2026-02-07 12:50:29.414406: 5232
2026-02-07 12:50:30.415533: 5232
2026-02-07 12:50:31.416656: 5232
2026-02-07 12:50:32.417309: 5241
2026-02-07 12:50:33.418435: 5232
2026-02-07 12:50:34.419578: 5232
2026-02-07 12:50:35.420703: 5232
2026-02-07 12:50:36.421238: 5232
2026-02-07 12:50:37.422359: 5232
2026-02-07 12:50:38.423500: 5206
2026-02-07 12:50:39.424623: 5241
2026-02-07 12:50:40.425289: 5232
2026-02-07 12:50:41.426495: 5071
2026-02-07 12:50:42.427722: 5134
2026-02-07 12:50:43.428880: 5251
2026-02-07 12:50:44.429252: 5143
2026-02-07 12:50:45.430398: 5143
2026-02-07 12:50:46.431550: 5179
2026-02-07 12:50:47.432764: 5206
2026-02-07 12:50:48.433327: 5143
2026-02-07 12:50:49.434515: 5107
2026-02-07 12:50:50.435740: 5143
2026-02-07 12:50:51.436886: 5179
2026-02-07 12:50:52.437259: 5107
2026-02-07 12:50:53.438428: 5143
2026-02-07 12:50:54.439631: 5035
2026-02-07 12:50:55.440785: 5044
2026-02-07 12:50:56.441313: 5107
2026-02-07 12:50:57.442542: 5071
2026-02-07 12:50:58.443691: 5107
2026-02-07 12:50:59.444847: 5179
2026-02-07 12:51:00.445250: 5179
2026-02-07 12:51:01.446396: 5170
2026-02-07 12:51:02.447550: 5107
2026-02-07 12:51:03.448750: 5107
2026-02-07 12:51:04.449254: 5170
2026-02-07 12:51:05.450485: 5107
2026-02-07 12:51:06.451625: 5143
2026-02-07 12:51:07.452867: 4917
2026-02-07 12:51:08.453328: 5143
2026-02-07 12:51:09.454482: 5134
2026-02-07 12:51:10.455623: 5143
2026-02-07 12:51:11.456838: 5215
2026-02-07 12:51:12.457296: 5179
2026-02-07 12:51:13.458439: 5098
2026-02-07 12:51:14.459677: 5143
2026-02-07 12:51:15.460909: 5107
2026-02-07 12:51:16.461261: 5179
2026-02-07 12:51:17.462488: 5179
2026-02-07 12:51:18.463656: 5143
2026-02-07 12:51:19.464865: 5179
2026-02-07 12:51:20.465296: 5179
2026-02-07 12:51:21.466433: 5188
2026-02-07 12:51:22.467663: 5116
2026-02-07 12:51:23.468843: 5143
2026-02-07 12:51:24.469297: 5107
2026-02-07 12:51:25.470483: 5215
2026-02-07 12:51:26.471643: 5071
2026-02-07 12:51:27.472789: 5143
2026-02-07 12:51:28.473271: 5107
2026-02-07 12:51:29.474467: 5143
2026-02-07 12:51:30.475687: 5080
2026-02-07 12:51:31.476834: 5143
2026-02-07 12:51:32.477287: 5179
2026-02-07 12:51:33.478445: 5143
2026-02-07 12:51:34.479571: 5143
2026-02-07 12:51:35.480721: 3262
2026-02-07 12:51:36.481280: 5232
2026-02-07 12:51:37.482470: 5232
2026-02-07 12:51:38.483609: 5232
2026-02-07 12:51:39.484738: 5206
2026-02-07 12:51:40.485230: 5241
2026-02-07 12:51:41.486351: 5241
2026-02-07 12:51:42.487546: 5232
2026-02-07 12:51:43.488671: 5232
2026-02-07 12:51:44.489241: 5206
2026-02-07 12:51:45.490367: 5232
2026-02-07 12:51:46.491567: 5196
2026-02-07 12:51:47.492746: 5241
2026-02-07 12:51:48.493236: 5232
2026-02-07 12:51:49.494444: 5179
2026-02-07 12:51:50.495641: 5196
2026-02-07 12:51:51.496841: 5206
2026-02-07 12:51:52.497238: 5232
2026-02-07 12:51:53.498361: 5232
2026-02-07 12:51:54.499568: 5206
2026-02-07 12:51:55.500703: 5232
2026-02-07 12:51:56.501243: 5232
2026-02-07 12:51:57.502370: 5268
2026-02-07 12:51:58.503495: 5232
2026-02-07 12:51:59.504626: 5232
2026-02-07 12:52:00.505247: 5268
2026-02-07 12:52:01.506372: 5241
2026-02-07 12:52:02.507538: 5232
2026-02-07 12:52:03.508668: 5232
2026-02-07 12:52:04.509309: 5241
2026-02-07 12:52:05.510445: 5232
2026-02-07 12:52:06.511593: 5241
2026-02-07 12:52:07.512731: 5232
2026-02-07 12:52:08.513244: 5232
2026-02-07 12:52:09.514450: 5232
2026-02-07 12:52:10.515586: 5232
2026-02-07 12:52:11.516713: 5232
2026-02-07 12:52:12.517340: 5232
2026-02-07 12:52:13.518540: 5196
2026-02-07 12:52:14.519667: 5232
2026-02-07 12:52:15.520823: 5232
2026-02-07 12:52:16.521248: 5206
2026-02-07 12:52:17.522452: 5241
2026-02-07 12:52:18.523595: 5232
2026-02-07 12:52:19.524736: 5232
2026-02-07 12:52:20.525271: 5232
2026-02-07 12:52:21.526399: 5232
2026-02-07 12:52:22.527600: 5232
2026-02-07 12:52:23.528734: 5232
2026-02-07 12:52:24.529306: 5232
2026-02-07 12:52:25.530436: 5232
2026-02-07 12:52:26.531611: 5232
2026-02-07 12:52:27.532758: 5206
2026-02-07 12:52:28.533398: 5143
2026-02-07 12:52:29.534632: 5008
2026-02-07 12:52:30.535782: 5143
2026-02-07 12:52:31.536981: 5080
2026-02-07 12:52:32.537259: 5143
2026-02-07 12:52:33.538431: 5107
2026-02-07 12:52:34.539608: 5044
2026-02-07 12:52:35.540773: 5107
2026-02-07 12:52:36.541255: 5107
2026-02-07 12:52:37.542398: 5143
2026-02-07 12:52:38.543545: 5143
2026-02-07 12:52:39.544724: 5170
2026-02-07 12:52:40.545301: 5143
2026-02-07 12:52:41.546444: 5008
2026-02-07 12:52:42.547586: 5107
2026-02-07 12:52:43.548818: 5143
2026-02-07 12:52:44.549253: 5116
2026-02-07 12:52:45.550412: 5143
2026-02-07 12:52:46.551578: 5107
2026-02-07 12:52:47.552730: 5107
2026-02-07 12:52:48.553289: 5143
2026-02-07 12:52:49.554483: 5035
2026-02-07 12:52:50.555717: 5143
2026-02-07 12:52:51.556869: 5179
2026-02-07 12:52:52.557262: 5143
2026-02-07 12:52:53.558413: 5143
2026-02-07 12:52:54.559553: 5143
2026-02-07 12:52:55.560726: 5116
2026-02-07 12:52:56.561318: 5143
2026-02-07 12:52:57.562561: 5107
2026-02-07 12:52:58.563711: 5080
2026-02-07 12:52:59.564905: 5116
2026-02-07 12:53:00.565331: 5098
2026-02-07 12:53:01.566479: 5179
2026-02-07 12:53:02.567664: 5179
2026-02-07 12:53:03.568860: 5107
2026-02-07 12:53:04.569268: 5107
2026-02-07 12:53:05.570426: 5071
2026-02-07 12:53:06.571564: 5188
2026-02-07 12:53:07.572714: 5107
2026-02-07 12:53:08.573270: 5107
2026-02-07 12:53:09.574416: 5080
2026-02-07 12:53:10.575635: 5107
2026-02-07 12:53:11.576787: 5143
2026-02-07 12:53:12.577244: 5080
2026-02-07 12:53:13.578396: 5107
2026-02-07 12:53:14.579592: 5044
2026-02-07 12:53:15.580813: 5071
2026-02-07 12:53:16.581329: 5080
2026-02-07 12:53:17.582474: 5107
2026-02-07 12:53:18.583697: 5179
2026-02-07 12:53:19.584908: 5152
2026-02-07 12:53:20.585288: 5179
2026-02-07 12:53:21.586440: 5170
2026-02-07 12:53:22.587629: 5107
2026-02-07 12:53:23.589099: 5179
2026-02-07 12:53:24.590312: 2589
2026-02-07 12:53:25.591435: 5268
2026-02-07 12:53:26.592629: 5232
2026-02-07 12:53:27.593268: 5241
2026-02-07 12:53:28.594391: 5232
2026-02-07 12:53:29.595521: 5232
2026-02-07 12:53:30.596649: 5206
2026-02-07 12:53:31.597239: 5232
2026-02-07 12:53:32.598365: 5232
2026-02-07 12:53:33.599557: 5232
2026-02-07 12:53:34.600684: 5268
